#Coverage	Number of genomic locations
0.0	36490.0
1.0	7764.0
2.0	52413.0
3.0	23210.0
4.0	85171.0
5.0	45552.0
6.0	117388.0
7.0	72985.0
8.0	146733.0
9.0	102670.0
10.0	180112.0
11.0	133025.0
12.0	208570.0
13.0	165258.0
14.0	236962.0
15.0	191988.0
16.0	260020.0
17.0	222152.0
18.0	279143.0
19.0	242504.0
20.0	292518.0
21.0	261467.0
22.0	306643.0
23.0	277320.0
24.0	316278.0
25.0	283866.0
26.0	312757.0
27.0	288400.0
28.0	310149.0
29.0	283635.0
30.0	302974.0
31.0	276060.0
32.0	287789.0
33.0	265748.0
34.0	272383.0
35.0	249672.0
36.0	254560.0
37.0	232594.0
38.0	235179.0
39.0	218857.0
40.0	215335.0
41.0	199848.0
42.0	197869.0
43.0	181792.0
44.0	179875.0
45.0	164806.0
46.0	161099.0
47.0	148909.0
48.0	144006.0
49.0	132790.0
50.0	128720.0
51.0	117916.0
52.0	112567.0
53.0	105674.0
54.0	99823.0
55.0	93428.0
56.0	89589.0
57.0	83455.0
58.0	78773.0
59.0	73781.0
60.0	69755.0
61.0	64497.0
62.0	61741.0
63.0	57343.0
64.0	54484.0
65.0	50278.0
66.0	47107.0
67.0	44699.0
68.0	41531.0
69.0	39322.0
70.0	36533.0
71.0	33828.0
72.0	31974.0
73.0	30038.0
74.0	28290.0
75.0	25810.0
76.0	24278.0
77.0	22054.0
78.0	21275.0
79.0	19248.0
80.0	18535.0
81.0	16960.0
82.0	16142.0
83.0	14838.0
84.0	13806.0
85.0	12764.0
86.0	11498.0
87.0	10630.0
88.0	10064.0
89.0	9303.0
90.0	8700.0
91.0	7945.0
92.0	7640.0
93.0	6603.0
94.0	6379.0
95.0	5806.0
96.0	5385.0
97.0	4807.0
98.0	4696.0
99.0	4457.0
100.0	3842.0
101.0	3726.0
102.0	3499.0
103.0	3051.0
104.0	2991.0
105.0	2550.0
106.0	2441.0
107.0	2314.0
108.0	2274.0
109.0	1874.0
110.0	1870.0
111.0	1505.0
112.0	1587.0
113.0	1339.0
114.0	1458.0
115.0	1139.0
116.0	1215.0
117.0	1117.0
118.0	1172.0
119.0	878.0
120.0	957.0
121.0	763.0
122.0	775.0
123.0	705.0
124.0	803.0
125.0	687.0
126.0	830.0
127.0	642.0
128.0	706.0
129.0	597.0
130.0	580.0
131.0	591.0
132.0	643.0
133.0	512.0
134.0	538.0
135.0	490.0
136.0	519.0
137.0	444.0
138.0	440.0
139.0	398.0
140.0	413.0
141.0	343.0
142.0	386.0
143.0	352.0
144.0	402.0
145.0	340.0
146.0	375.0
147.0	367.0
148.0	401.0
149.0	296.0
150.0	466.0
151.0	317.0
152.0	325.0
153.0	256.0
154.0	349.0
155.0	257.0
156.0	347.0
157.0	282.0
158.0	321.0
159.0	249.0
160.0	304.0
161.0	264.0
162.0	322.0
163.0	252.0
164.0	284.0
165.0	231.0
166.0	278.0
167.0	259.0
168.0	269.0
169.0	240.0
170.0	290.0
171.0	234.0
172.0	294.0
173.0	231.0
174.0	309.0
175.0	218.0
176.0	272.0
177.0	204.0
178.0	220.0
179.0	149.0
180.0	217.0
181.0	188.0
182.0	215.0
183.0	201.0
184.0	204.0
185.0	188.0
186.0	187.0
187.0	159.0
188.0	230.0
189.0	187.0
190.0	223.0
191.0	144.0
192.0	181.0
193.0	156.0
194.0	187.0
195.0	161.0
196.0	179.0
197.0	139.0
198.0	161.0
199.0	136.0
200.0	157.0
201.0	133.0
202.0	156.0
203.0	129.0
204.0	152.0
205.0	123.0
206.0	143.0
207.0	117.0
208.0	169.0
209.0	132.0
210.0	140.0
211.0	98.0
212.0	165.0
213.0	95.0
214.0	111.0
215.0	103.0
216.0	148.0
217.0	110.0
218.0	139.0
219.0	121.0
220.0	104.0
221.0	118.0
222.0	148.0
223.0	98.0
224.0	139.0
225.0	112.0
226.0	165.0
227.0	127.0
228.0	154.0
229.0	107.0
230.0	143.0
231.0	145.0
232.0	115.0
233.0	123.0
234.0	147.0
235.0	109.0
236.0	144.0
237.0	131.0
238.0	111.0
239.0	89.0
240.0	121.0
241.0	108.0
242.0	86.0
243.0	119.0
244.0	87.0
245.0	84.0
246.0	91.0
247.0	101.0
248.0	75.0
249.0	115.0
250.0	87.0
251.0	67.0
252.0	79.0
253.0	82.0
254.0	69.0
255.0	85.0
256.0	81.0
257.0	98.0
258.0	73.0
259.0	79.0
260.0	78.0
261.0	65.0
262.0	84.0
263.0	50.0
264.0	63.0
265.0	54.0
266.0	92.0
267.0	58.0
268.0	99.0
269.0	65.0
270.0	81.0
271.0	57.0
272.0	55.0
273.0	65.0
274.0	86.0
275.0	51.0
276.0	74.0
277.0	77.0
278.0	66.0
279.0	41.0
280.0	67.0
281.0	72.0
282.0	48.0
283.0	65.0
284.0	53.0
285.0	71.0
286.0	54.0
287.0	66.0
288.0	51.0
289.0	44.0
290.0	43.0
291.0	68.0
292.0	43.0
293.0	61.0
294.0	39.0
295.0	36.0
296.0	55.0
297.0	59.0
298.0	53.0
299.0	42.0
300.0	53.0
301.0	46.0
302.0	36.0
303.0	47.0
304.0	50.0
305.0	58.0
306.0	49.0
307.0	73.0
308.0	33.0
309.0	43.0
310.0	53.0
311.0	43.0
312.0	45.0
313.0	53.0
314.0	51.0
315.0	46.0
316.0	49.0
317.0	36.0
318.0	48.0
319.0	36.0
320.0	37.0
321.0	49.0
322.0	49.0
323.0	62.0
324.0	35.0
325.0	37.0
326.0	39.0
327.0	38.0
328.0	44.0
329.0	36.0
330.0	43.0
331.0	41.0
332.0	49.0
333.0	29.0
334.0	36.0
335.0	38.0
336.0	43.0
337.0	40.0
338.0	34.0
339.0	37.0
340.0	43.0
341.0	32.0
342.0	45.0
343.0	43.0
344.0	44.0
345.0	27.0
346.0	30.0
347.0	35.0
348.0	44.0
349.0	32.0
350.0	34.0
351.0	41.0
352.0	43.0
353.0	32.0
354.0	34.0
355.0	38.0
356.0	35.0
357.0	19.0
358.0	31.0
359.0	30.0
360.0	37.0
361.0	52.0
362.0	38.0
363.0	30.0
364.0	31.0
365.0	48.0
366.0	35.0
367.0	28.0
368.0	48.0
369.0	39.0
370.0	46.0
371.0	35.0
372.0	47.0
373.0	32.0
374.0	40.0
375.0	29.0
376.0	41.0
377.0	17.0
378.0	30.0
379.0	23.0
380.0	24.0
381.0	17.0
382.0	34.0
383.0	16.0
384.0	28.0
385.0	25.0
386.0	39.0
387.0	34.0
388.0	34.0
389.0	25.0
390.0	35.0
391.0	21.0
392.0	27.0
393.0	24.0
394.0	36.0
395.0	34.0
396.0	28.0
397.0	23.0
398.0	21.0
399.0	23.0
400.0	39.0
401.0	21.0
402.0	22.0
403.0	31.0
404.0	19.0
405.0	24.0
406.0	30.0
407.0	27.0
408.0	24.0
409.0	36.0
410.0	29.0
411.0	17.0
412.0	9.0
413.0	11.0
414.0	34.0
415.0	15.0
416.0	26.0
417.0	31.0
418.0	29.0
419.0	13.0
420.0	20.0
421.0	23.0
422.0	25.0
423.0	27.0
424.0	23.0
425.0	20.0
426.0	21.0
427.0	27.0
428.0	22.0
429.0	20.0
430.0	30.0
431.0	34.0
432.0	30.0
433.0	23.0
434.0	27.0
435.0	13.0
436.0	25.0
437.0	22.0
438.0	27.0
439.0	26.0
440.0	22.0
441.0	20.0
442.0	18.0
443.0	27.0
444.0	26.0
445.0	22.0
446.0	31.0
447.0	21.0
448.0	29.0
449.0	23.0
450.0	27.0
451.0	33.0
452.0	30.0
453.0	18.0
454.0	15.0
455.0	20.0
456.0	16.0
457.0	18.0
458.0	21.0
459.0	23.0
460.0	22.0
461.0	20.0
462.0	21.0
463.0	23.0
464.0	15.0
465.0	29.0
466.0	18.0
467.0	18.0
468.0	24.0
469.0	21.0
470.0	29.0
471.0	16.0
472.0	23.0
473.0	19.0
474.0	27.0
475.0	18.0
476.0	21.0
477.0	19.0
478.0	13.0
479.0	23.0
480.0	20.0
481.0	34.0
482.0	21.0
483.0	37.0
484.0	13.0
485.0	24.0
486.0	23.0
487.0	23.0
488.0	34.0
489.0	29.0
490.0	18.0
491.0	25.0
492.0	23.0
493.0	22.0
494.0	20.0
495.0	31.0
496.0	17.0
497.0	27.0
498.0	28.0
499.0	28.0
500.0	33.0
501.0	21.0
502.0	33.0
503.0	22.0
504.0	28.0
505.0	12.0
506.0	17.0
507.0	14.0
508.0	15.0
509.0	39.0
510.0	24.0
511.0	20.0
512.0	18.0
513.0	13.0
514.0	17.0
515.0	28.0
516.0	16.0
517.0	15.0
518.0	28.0
519.0	26.0
520.0	20.0
521.0	27.0
522.0	16.0
523.0	21.0
524.0	11.0
525.0	13.0
526.0	10.0
527.0	19.0
528.0	20.0
529.0	14.0
530.0	19.0
531.0	12.0
532.0	18.0
533.0	12.0
534.0	21.0
535.0	11.0
536.0	19.0
537.0	12.0
538.0	20.0
539.0	16.0
540.0	19.0
541.0	22.0
542.0	19.0
543.0	16.0
544.0	24.0
545.0	22.0
546.0	27.0
547.0	22.0
548.0	19.0
549.0	21.0
550.0	24.0
551.0	13.0
552.0	28.0
553.0	17.0
554.0	19.0
555.0	24.0
556.0	28.0
557.0	13.0
558.0	25.0
559.0	16.0
560.0	17.0
561.0	18.0
562.0	17.0
563.0	15.0
564.0	33.0
565.0	21.0
566.0	27.0
567.0	16.0
568.0	21.0
569.0	16.0
570.0	10.0
571.0	15.0
572.0	13.0
573.0	15.0
574.0	20.0
575.0	18.0
576.0	20.0
577.0	12.0
578.0	15.0
579.0	18.0
580.0	16.0
581.0	14.0
582.0	9.0
583.0	16.0
584.0	10.0
585.0	16.0
586.0	14.0
587.0	13.0
588.0	19.0
589.0	12.0
590.0	22.0
591.0	13.0
592.0	7.0
593.0	12.0
594.0	22.0
595.0	17.0
596.0	17.0
597.0	7.0
598.0	9.0
599.0	17.0
600.0	13.0
601.0	11.0
602.0	10.0
603.0	10.0
604.0	12.0
605.0	9.0
606.0	11.0
607.0	16.0
608.0	9.0
609.0	17.0
610.0	17.0
611.0	12.0
612.0	10.0
613.0	9.0
614.0	9.0
615.0	8.0
616.0	15.0
617.0	15.0
618.0	15.0
619.0	13.0
620.0	12.0
621.0	12.0
622.0	18.0
623.0	15.0
624.0	13.0
625.0	26.0
626.0	14.0
627.0	18.0
628.0	6.0
629.0	9.0
630.0	12.0
631.0	19.0
632.0	15.0
633.0	13.0
634.0	19.0
635.0	12.0
636.0	13.0
637.0	16.0
638.0	14.0
639.0	10.0
640.0	10.0
641.0	19.0
642.0	13.0
643.0	13.0
644.0	17.0
645.0	15.0
646.0	11.0
647.0	9.0
648.0	15.0
649.0	14.0
650.0	21.0
651.0	11.0
652.0	10.0
653.0	12.0
654.0	13.0
655.0	18.0
656.0	13.0
657.0	19.0
