#Position (bp)	Coverage	Std
15197.0	43.4266442930938	29.247599966046707
45590.0	47.7177639588063	21.683781764335524
75983.0	40.907050965682885	20.99502881216904
106376.0	39.176817030237224	17.531269448679872
136769.0	35.89020498141019	18.591690061988366
167162.0	45.6592307439213	20.222616865345874
197555.0	45.60810054946863	26.090243756385153
221485.0	47.42875135970687	22.013445929321783
236681.5	58.735803806281915	32.31768272064068
258341.0	43.61014049287665	21.18376850725541
288734.0	44.9156384693844	21.202620445201966
319127.0	38.484782680222416	17.082733798532374
349520.0	33.281874115750334	14.645822447308847
379913.0	29.80038166683118	15.175183172494416
410306.0	28.818675352877307	15.206630188328985
440699.0	30.631263777843582	16.612023740083316
471092.0	24.533445201197644	13.54670599005513
501485.0	29.09683150725496	14.860516881919972
531878.0	27.472016582765768	13.379070945608202
562271.0	26.07662948705294	13.18899517235616
592664.0	24.89734478333827	14.933353074708103
623057.0	24.781791859967754	13.636144176169742
653450.0	25.044319415654922	12.866517173371797
683843.0	26.643009903596223	13.520422677143069
714236.0	23.412759516994043	16.412735392529164
744629.0	25.78676010923568	12.974201767075225
775022.0	25.442141282532162	12.914627968678563
805415.0	28.738360806764714	15.621636741970264
835808.0	29.670088507222058	14.934798354467086
866201.0	32.86352120554075	16.374970849403773
896594.0	36.208074227618205	15.92703004081741
926987.0	40.75086368571711	18.944365589689934
957380.0	45.88171618464778	21.202538975330945
987773.0	47.46819991445398	19.74205056532388
1018166.0	52.43358668114369	22.93182120221119
1038382.5	55.586952191235056	24.541494660255772
1053579.0	46.12602564732472	37.376480928329265
1078952.0	42.01868851380252	19.39098073621894
1109345.0	46.61030500444181	20.84551080288129
1139738.0	31.839008982331457	19.960957845770327
1170131.0	29.7736649886487	15.528653453444981
1200524.0	26.882999374856052	17.504220152864225
1230917.0	31.480933109597604	15.75848279129453
1261310.0	41.73184614878426	19.06793352469139
1291703.0	46.97835027802454	21.993394616822933
1322096.0	45.742177475076495	22.133463465562954
1348657.5	46.176110866696	22.565651396874056
1363854.0	48.8950802557745	24.83407813417098
1382882.0	47.533478103510674	21.92099953867342
1413275.0	49.06527818905669	22.125900136460356
1443668.0	42.650643240219786	19.642725699813308
1474061.0	40.36544599085315	16.954985197518468
1504454.0	37.39407100319153	16.221576332452138
1534847.0	30.81607607014773	16.03911211676506
1565240.0	32.08015003454743	14.373350194080187
1595633.0	29.396308360477743	13.923636985248606
1626026.0	27.563024380613957	13.651556151533446
1656419.0	28.734445431513837	14.109348006948906
1686812.0	23.938209456124767	13.701682033501049
1717205.0	27.01019971704011	13.416551329258379
1747598.0	24.171750074030204	11.977117930878919
1777991.0	23.814003224426678	12.94109542419573
1808384.0	21.249728555917482	11.879267680507246
1838777.0	24.59612410752476	13.071136319337693
1869170.0	26.228934294080872	15.803883744849616
1899563.0	34.44684631329582	19.13608925958552
1929956.0	23.374033494554666	12.576835219081316
1960349.0	23.673312933899254	13.01410238127523
1990742.0	25.027572138321325	12.083271981709398
2021135.0	27.308195966176424	15.942096141197528
2051528.0	27.22077452044879	12.306509230765323
