#Read position (bp)	Clipping profile
0.0	0.7569494792814905
1.0	0.751575582933194
2.0	0.7444649581918354
3.0	0.7401250677654199
4.0	0.7363743831033023
5.0	0.7327487984855049
6.0	0.7291927138923299
7.0	0.72560805706681
8.0	0.7219905807852186
9.0	0.7184082406271861
10.0	0.7148177921329478
11.0	0.7112045630750833
12.0	0.707558900672395
13.0	0.7038093743440211
14.0	0.7000034757734536
15.0	0.6961211271758015
16.0	0.6921596257723296
17.0	0.6881344160129539
18.0	0.6840149951090903
19.0	0.6799751131222943
20.0	0.6757966171975016
21.0	0.671550551804326
22.0	0.6673222475285541
23.0	0.6629904654383443
24.0	0.6586266361145587
25.0	0.6541033428453898
26.0	0.6494765717617832
27.0	0.6447748950960837
28.0	0.6399770767296565
29.0	0.6350557027639009
30.0	0.631566029305365
31.0	0.6282983698143725
32.0	0.6250349575471069
33.0	0.62178467306227
34.0	0.6186119969382614
35.0	0.6162652127735145
36.0	0.6153547624509622
37.0	0.6156211792120144
38.0	0.6166424434627146
39.0	0.6179463411468787
40.0	0.6193046805169972
41.0	0.6204803892668579
42.0	0.6216263674506303
43.0	0.6229055540149288
44.0	0.6243855184281362
45.0	0.6261373051598663
46.0	0.6279165057901976
47.0	0.6298478342522021
48.0	0.6320119877966914
49.0	0.6340054801696081
50.0	0.635923680849184
51.0	0.6376086703350272
52.0	0.6391411458779493
53.0	0.6407253603280901
54.0	0.6421694163952427
55.0	0.6438478419898715
56.0	0.6455602453743158
57.0	0.6471332625982675
58.0	0.6487792548480728
59.0	0.6504206137629029
60.0	0.6518534726038664
61.0	0.6533056370072249
62.0	0.6544964040957538
63.0	0.6554748099979368
64.0	0.6564022492153969
65.0	0.6572567134070034
66.0	0.6581833804019676
67.0	0.6592413252212184
68.0	0.6602278394596073
69.0	0.6609811425042637
70.0	0.6618255678034247
71.0	0.6622912179683943
72.0	0.6627626598020823
73.0	0.6628379514954231
74.0	0.6629155598562514
75.0	0.6630607376854625
76.0	0.6629449043110919
77.0	0.6628503070553561
78.0	0.662767679248305
79.0	0.662280406853453
80.0	0.6618765344881478
81.0	0.6611120342173024
82.0	0.660272628364364
83.0	0.6594054225015766
84.0	0.6583003721100819
85.0	0.6574331662472944
86.0	0.6565003214723639
87.0	0.6557419989814848
88.0	0.6546794208272593
89.0	0.65350525652239
90.0	0.6521581143784608
91.0	0.6506267971692825
92.0	0.649045671609125
93.0	0.6474915738363204
94.0	0.6458262760241201
95.0	0.644065994844936
96.0	0.6424605442761606
97.0	0.6410265271014536
98.0	0.6394809237761029
99.0	0.6378893732122518
100.0	0.6362117198401187
101.0	0.6342946774942866
102.0	0.6321776295220413
103.0	0.6300876093371491
104.0	0.628084078071787
105.0	0.6262361496393292
106.0	0.6245422795947843
107.0	0.6230862540789468
108.0	0.6218028202909214
109.0	0.6207244115755318
110.0	0.6194375027862753
111.0	0.6180444134038457
112.0	0.6166408990177229
113.0	0.6154976236126859
114.0	0.6152142179567259
115.0	0.6160980266031731
116.0	0.618412763534344
117.0	0.6214757840639487
118.0	0.6246917046477223
119.0	0.6279304057951222
120.0	0.6311683347200262
121.0	0.6346549192885789
122.0	0.6396091127104062
123.0	0.6444621449852832
124.0	0.6491622772059913
125.0	0.6538261149693964
126.0	0.6583158165599978
127.0	0.6626923875549642
128.0	0.6670419307625773
129.0	0.6713045989394126
130.0	0.6755147559865332
131.0	0.6796650657902291
132.0	0.6837122838907352
133.0	0.6878089242309727
134.0	0.6918777645613614
135.0	0.6958539381922536
136.0	0.6997470979048469
137.0	0.7035769353727843
138.0	0.70725618945404
139.0	0.7108829324055811
140.0	0.714518169804576
141.0	0.7180893127364193
142.0	0.7216693362269643
143.0	0.7252219458189083
144.0	0.7287984943082222
145.0	0.7323240761128129
146.0	0.7358627856998324
147.0	0.7394810342039198
148.0	0.7434162800425343
149.0	0.7507257520765623
150.0	0.7562409651415908
