#Coverage (X)	Coverage
1.0	99.87441911540617
2.0	99.87161417130147
3.0	99.85658592238859
4.0	99.84788319258574
5.0	99.83057644069045
6.0	99.81498884808514
7.0	99.79996882481478
8.0	99.78196289330396
9.0	99.75856916593219
10.0	99.7324856534512
11.0	99.70136804773834
12.0	99.66692728244101
13.0	99.62843127537354
14.0	99.58722903191179
15.0	99.53633698154289
16.0	99.48225338187011
17.0	99.42504403803373
18.0	99.36059612876585
19.0	99.28816112059573
20.0	99.21311035809923
21.0	99.12883042467759
22.0	99.03150462219418
23.0	98.92692380299421
24.0	98.81495635679711
25.0	98.69033787237998
26.0	98.55537152965283
27.0	98.40790221027127
28.0	98.24129182070897
29.0	98.06699045537569
30.0	97.87355624550418
31.0	97.65742748787643
32.0	97.42180395743888
33.0	97.16658694648109
34.0	96.89241805512086
35.0	96.59559574421706
36.0	96.27908124508261
37.0	95.93139156073752
38.0	95.55533163528652
39.0	95.14878747859791
40.0	94.70867447472075
41.0	94.23936043984156
42.0	93.73841880941228
43.0	93.21296476422636
44.0	92.65329204609156
45.0	92.06102110658746
46.0	91.42392864090587
47.0	90.75102995326601
48.0	90.04825573193618
49.0	89.30475635441168
50.0	88.52576332934527
51.0	87.71649993974717
