#Position (bp)	mapping quality
15197.0	20.484261202381884
45590.0	40.149168153123924
75983.0	40.3188227880573
106376.0	40.08518083312505
136769.0	36.86831351831761
167162.0	32.62789701274921
197555.0	27.482016849658176
221485.0	6.386967334216878
236681.5	16.19948661233518
258341.0	35.63175441214007
288734.0	39.62332160429865
319127.0	39.346280308477546
349520.0	40.08308950981072
379913.0	39.9585151978392
410306.0	39.19189572539827
440699.0	31.01577397764933
471092.0	37.56021470611366
501485.0	30.942305501765578
531878.0	39.11520078963294
562271.0	39.15706588020651
592664.0	39.89775228360243
623057.0	39.765700084289925
653450.0	37.876589809829206
683843.0	40.00699296562525
714236.0	36.7450397787807
744629.0	39.797652970440645
775022.0	39.707437658928406
805415.0	39.99459205981657
835808.0	38.20790993200917
866201.0	40.13605926371028
896594.0	39.074615590893714
926987.0	40.149158457318144
957380.0	39.868220658464004
987773.0	39.99467451166378
1018166.0	39.82441853755031
1038382.5	13.12399301499621
1053579.0	22.724748660966764
1078952.0	40.12763300960139
1109345.0	40.592763089527764
1139738.0	34.95781743730875
1170131.0	39.01956149551794
1200524.0	38.698467141314474
1230917.0	36.32577766658327
1261310.0	40.38963289896752
1291703.0	40.2211795190703
1322096.0	38.6317471724848
1348657.5	29.610670430389053
1363854.0	6.189105228995122
1382882.0	26.392378342620283
1413275.0	37.74533375514078
1443668.0	39.77280451464195
1474061.0	38.68637677638249
1504454.0	38.4907821981678
1534847.0	39.97801546906955
1565240.0	38.71834988152484
1595633.0	37.91455398296831
1626026.0	39.831996113956286
1656419.0	39.66469918280722
1686812.0	39.247094920705756
1717205.0	40.31268311951231
1747598.0	37.91381131295512
1777991.0	39.88103108339978
1808384.0	38.88238625921217
1838777.0	37.91892300412712
1869170.0	27.682638002283873
1899563.0	18.529237390084575
1929956.0	39.771496207003615
1960349.0	38.87849028594267
1990742.0	39.337372933251686
2021135.0	25.648740898122767
2051528.0	40.13791731961654
2081921.0	39.58246503688063
2112314.0	34.721777530390014
2142707.0	39.78170044874203
2173100.0	35.258568129778396
2203493.0	39.68024668714751
2233886.0	22.005576514049523
2264279.0	39.33495823320746
2294672.0	39.25285749859926
2325065.0	39.725174898193586
2355458.0	20.536626207160687
2385851.0	39.08229971290436
2416244.0	39.939792353062074
2446637.0	25.703437111004824
2477030.0	39.76142271145778
2507423.0	33.148556108062415
2537816.0	38.57481878389233
2568209.0	26.625946911823338
2598602.0	35.573645512197935
2628995.0	40.07169661178672
2659388.0	38.72179835366501
2689781.0	39.6183945870262
2720174.0	38.542343365806595
2750567.0	39.9887063765105
2780960.0	40.14766512259905
2811353.0	39.58049744065212
2841746.0	39.74284332379519
2872139.0	31.66174230726956
2889645.5	0.8851922940214687
2904842.0	7.1395293109654
2932925.0	39.97764236386136
2963318.0	39.66842110686
2993711.0	39.53214477416899
3024104.0	39.7350795694822
3054497.0	40.044261675742554
3084890.0	36.07877907354681
3115283.0	35.190416985104015
3145676.0	39.48328344569822
3176069.0	39.86906906786002
3206462.0	38.91958058486317
3236855.0	39.64803637652274
3267248.0	39.993660820917476
3297641.0	37.64318643124549
3322340.5	31.05393794215277
3337537.0	5.429752066115703
3358427.0	30.51543942992874
3388820.0	31.25925925925926
3410819.5	0.0
3426016.0	21.4840559854698
3449606.0	34.56723968611162
3479999.0	39.10015533504892
3510392.0	39.6528761127565
3540785.0	39.3819653905841
3571178.0	39.49921618012582
3601571.0	39.77654168528181
3631964.0	40.23644172999259
3662357.0	39.58700520045999
3692750.0	37.72977075484392
3723143.0	39.10096376610138
3753536.0	40.073452486100436
3783929.0	38.284011971270644
3814322.0	39.06714127487087
