#Position (bp)	Coverage	Std
15197.0	66.38245648669101	82.77914948371676
45590.0	62.6228078833942	39.05166627807997
75983.0	60.41085118283815	39.33050251721311
106376.0	58.18530582699964	37.36083159635437
136769.0	53.01339124140427	36.53168053110718
167162.0	71.264370085217	45.33429644154522
197555.0	59.24489191590169	49.936939801777605
221485.0	63.97601190816969	51.073203810590364
236681.5	75.82825313321986	57.47156997514253
258341.0	63.2913170795907	46.345492219813906
288734.0	69.95239035304182	47.30827807841017
319127.0	65.98433849899648	45.98760238290291
349520.0	59.31875760865989	38.831714060955235
379913.0	52.62412397591551	38.926813532138326
410306.0	55.09245549962162	35.62976162055948
440699.0	55.50682722995427	41.354201796811886
471092.0	41.41864903102688	31.817463270555034
501485.0	52.570591912611455	39.44808257736614
531878.0	46.267989339650576	31.295913134509725
562271.0	40.2517684993255	31.753791279455456
592664.0	41.304346395551605	29.38883880455969
623057.0	41.65001809627217	32.570416541579085
653450.0	50.46142203796927	36.303875028505544
683843.0	44.49573915046228	31.356184058054502
714236.0	38.32517355970125	33.13842284420492
744629.0	44.11966571249959	30.051103120127742
775022.0	43.19080051327608	30.0729697462806
805415.0	50.86895008719113	37.64646345025764
835808.0	48.47455006086928	34.384825013779604
866201.0	55.19425525614451	38.01111978776073
896594.0	56.31734280919949	36.200184543331765
926987.0	58.43529760142138	39.99690130464625
957380.0	58.17007205606554	39.154251881468255
987773.0	64.2416674892245	47.74636904433375
1018166.0	73.55117954792222	50.393853655938905
1038382.5	75.80268924302788	49.256438291328074
1053579.0	73.84415073944874	56.999583662597296
1078952.0	64.27361563517915	44.971506349885054
1109345.0	69.97272398249596	42.3841120814259
1139738.0	47.43947619517652	39.450264434252965
1170131.0	40.088638831309844	30.584809833815505
1200524.0	42.53439936827559	38.74413612533272
1230917.0	51.28911262461751	38.11206066195455
1261310.0	57.386635080446155	38.46882023098885
1291703.0	67.24683315237061	42.62170664431884
1322096.0	64.55335110058238	54.16938384869171
1348657.5	63.43312802463704	49.93950057373315
1363854.0	60.11261907868981	37.97836049448271
1382882.0	66.39900635014642	50.870221053098604
1413275.0	60.94646793669595	43.5596211516333
1443668.0	55.08495377225019	37.94953460389888
1474061.0	61.21087092422597	38.53852503689282
1504454.0	56.172144901786595	39.68162292514278
1534847.0	53.49340308623696	38.65102994253488
1565240.0	54.36268219655842	35.23324567828732
1595633.0	48.51209160003948	33.59023595582197
1626026.0	47.27855098213404	33.2733593327428
1656419.0	47.175698351594114	30.17914410625243
1686812.0	35.53749218570066	27.57366279393536
1717205.0	41.89836475504228	30.327171659010023
1747598.0	42.025433487974205	32.726146900430756
1777991.0	38.3320830454381	27.99025569453222
1808384.0	30.613200407988682	25.30042501498478
1838777.0	35.04583292205442	26.320381422050435
1869170.0	36.13114861974797	34.120731644709146
