#Mapping quality	mapping quality
0.0	174958.0
1.0	191485.0
2.0	43838.0
3.0	31667.0
4.0	24084.0
5.0	19905.0
6.0	19853.0
7.0	19503.0
8.0	21533.0
9.0	26910.0
10.0	23903.0
11.0	27167.0
12.0	15006.0
13.0	14740.0
14.0	13434.0
15.0	12828.0
16.0	12513.0
17.0	12656.0
18.0	12922.0
19.0	13603.0
20.0	13859.0
21.0	15838.0
22.0	17567.0
23.0	17807.0
24.0	18044.0
25.0	17654.0
26.0	18109.0
27.0	18681.0
28.0	18473.0
29.0	18284.0
30.0	18361.0
31.0	19414.0
32.0	20593.0
33.0	24581.0
34.0	30121.0
35.0	38709.0
36.0	64744.0
37.0	103935.0
38.0	202414.0
39.0	371023.0
40.0	808442.0
41.0	1416364.0
42.0	1977876.0
43.0	3180967.0
44.0	2954739.0
