#Coverage (X)	Coverage
1.0	99.85195488564095
2.0	99.82243305458002
3.0	99.76505097225038
4.0	99.65439140321648
5.0	99.43080198780878
6.0	99.07589841495981
7.0	98.52515874461889
8.0	97.66981530553532
9.0	96.46634622305228
10.0	94.85938469726139
11.0	92.75811140892507
12.0	90.1775134787435
13.0	87.10417488374082
14.0	83.61231559651742
15.0	79.73013311968597
16.0	75.55733046642271
17.0	71.07783473121273
18.0	66.42968042144902
19.0	61.693289644203944
20.0	56.99138898611141
21.0	52.33910540379473
22.0	47.80652959730133
23.0	43.44722695082422
24.0	39.35839988220879
25.0	35.52267583441946
26.0	31.938878540573597
27.0	28.640733135067933
28.0	25.61482359492659
29.0	22.864382597666136
30.0	20.361081030393336
31.0	18.112659222734365
32.0	16.08345901429658
33.0	14.251049077884915
34.0	12.608626807122263
35.0	11.16278916732233
36.0	9.869002529796376
37.0	8.725292740335803
38.0	7.716697355168037
39.0	6.824840288868131
40.0	6.055002403944044
41.0	5.379882792819515
42.0	4.788393289356307
43.0	4.267948660474673
44.0	3.8216993272658186
45.0	3.427304444602555
46.0	3.084097735439471
47.0	2.781032161851016
48.0	2.525724668825333
49.0	2.301485427657312
50.0	2.1067597919076775
51.0	1.933568888316728
