#Coverage (X)	Coverage
1.0	99.91766954385933
2.0	99.91232287621108
3.0	99.89082104662253
4.0	99.88917591811537
5.0	99.8845613326528
6.0	99.88322055291947
7.0	99.8790666034389
8.0	99.87722405951088
9.0	99.87554602843358
10.0	99.87376106400332
11.0	99.87280688946916
12.0	99.87186094057755
13.0	99.87121934045976
14.0	99.86981275558614
15.0	99.86796198601559
16.0	99.8673203858978
17.0	99.86662120628225
18.0	99.86602896001968
19.0	99.86467172900127
20.0	99.86345433390598
21.0	99.86133211813174
22.0	99.85864233302254
23.0	99.85628979925731
24.0	99.85471870153297
25.0	99.85401129627489
26.0	99.85340259872724
27.0	99.85295018838778
28.0	99.85179859843277
29.0	99.8513215111657
30.0	99.85029330584872
31.0	99.84944606466753
32.0	99.84875511069453
33.0	99.84817931571702
34.0	99.84747191045895
35.0	99.84664934620537
36.0	99.84601597173011
37.0	99.84519340747653
38.0	99.84479035099228
39.0	99.8443379406528
40.0	99.84355650461191
41.0	99.84307119170231
42.0	99.84273394035833
43.0	99.84243781722705
44.0	99.8420594376704
45.0	99.84145896576528
46.0	99.84094897592807
47.0	99.84037318095056
48.0	99.83996189882377
49.0	99.8393449756336
50.0	99.83857999087776
51.0	99.83820161132111
