#Coverage	Number of genomic locations
0.0	10009.0
1.0	650.0
2.0	2614.0
3.0	200.0
4.0	561.0
5.0	163.0
6.0	505.0
7.0	224.0
8.0	204.0
9.0	217.0
10.0	116.0
11.0	115.0
12.0	78.0
13.0	171.0
14.0	225.0
15.0	78.0
16.0	85.0
17.0	72.0
18.0	165.0
19.0	148.0
20.0	258.0
21.0	327.0
22.0	286.0
23.0	191.0
24.0	86.0
25.0	74.0
26.0	55.0
27.0	140.0
28.0	58.0
29.0	125.0
30.0	103.0
31.0	84.0
32.0	70.0
33.0	86.0
34.0	100.0
35.0	77.0
36.0	100.0
37.0	49.0
38.0	55.0
39.0	95.0
40.0	59.0
41.0	41.0
42.0	36.0
43.0	46.0
44.0	73.0
45.0	62.0
46.0	70.0
47.0	50.0
48.0	75.0
49.0	93.0
50.0	46.0
51.0	28.0
52.0	41.0
53.0	67.0
54.0	57.0
55.0	53.0
56.0	64.0
57.0	34.0
58.0	58.0
59.0	42.0
60.0	80.0
61.0	52.0
62.0	57.0
63.0	48.0
64.0	48.0
65.0	69.0
66.0	60.0
67.0	72.0
68.0	86.0
69.0	51.0
70.0	93.0
71.0	83.0
72.0	65.0
73.0	46.0
74.0	70.0
75.0	50.0
76.0	85.0
77.0	71.0
78.0	65.0
79.0	63.0
80.0	100.0
81.0	113.0
82.0	116.0
83.0	94.0
84.0	132.0
85.0	86.0
86.0	94.0
87.0	88.0
88.0	81.0
89.0	77.0
90.0	72.0
91.0	112.0
92.0	138.0
93.0	94.0
94.0	91.0
95.0	86.0
96.0	96.0
97.0	117.0
98.0	111.0
99.0	73.0
100.0	117.0
101.0	109.0
102.0	141.0
103.0	107.0
104.0	113.0
105.0	102.0
106.0	95.0
107.0	112.0
108.0	115.0
109.0	126.0
110.0	115.0
111.0	100.0
112.0	94.0
113.0	86.0
114.0	79.0
115.0	99.0
116.0	122.0
117.0	96.0
118.0	92.0
119.0	95.0
120.0	98.0
121.0	78.0
122.0	86.0
123.0	87.0
124.0	100.0
125.0	88.0
126.0	103.0
127.0	86.0
128.0	85.0
129.0	81.0
130.0	93.0
131.0	58.0
132.0	82.0
133.0	74.0
134.0	71.0
135.0	79.0
136.0	61.0
137.0	95.0
138.0	119.0
139.0	55.0
140.0	63.0
141.0	90.0
142.0	79.0
143.0	109.0
144.0	86.0
145.0	72.0
146.0	99.0
147.0	73.0
148.0	124.0
149.0	81.0
150.0	68.0
151.0	64.0
152.0	72.0
153.0	75.0
154.0	75.0
155.0	83.0
156.0	92.0
157.0	75.0
158.0	67.0
159.0	70.0
160.0	56.0
161.0	66.0
162.0	77.0
163.0	76.0
164.0	65.0
165.0	71.0
166.0	98.0
167.0	111.0
168.0	74.0
169.0	86.0
170.0	99.0
171.0	107.0
172.0	84.0
173.0	76.0
174.0	118.0
175.0	129.0
176.0	93.0
177.0	99.0
178.0	76.0
179.0	88.0
180.0	79.0
181.0	77.0
182.0	71.0
183.0	76.0
184.0	69.0
185.0	71.0
186.0	65.0
187.0	65.0
188.0	55.0
189.0	69.0
190.0	65.0
191.0	56.0
192.0	60.0
193.0	87.0
194.0	75.0
195.0	73.0
196.0	89.0
197.0	89.0
198.0	98.0
199.0	66.0
200.0	73.0
201.0	75.0
202.0	64.0
203.0	98.0
204.0	91.0
205.0	86.0
206.0	75.0
207.0	58.0
208.0	85.0
209.0	101.0
210.0	91.0
211.0	112.0
212.0	89.0
213.0	94.0
214.0	86.0
215.0	87.0
216.0	100.0
217.0	108.0
218.0	88.0
219.0	102.0
220.0	103.0
221.0	97.0
222.0	123.0
223.0	109.0
224.0	87.0
225.0	92.0
226.0	113.0
227.0	104.0
228.0	102.0
229.0	111.0
230.0	104.0
231.0	131.0
232.0	124.0
233.0	86.0
234.0	161.0
235.0	116.0
236.0	122.0
237.0	122.0
238.0	112.0
239.0	147.0
240.0	151.0
241.0	162.0
242.0	131.0
243.0	148.0
244.0	145.0
245.0	148.0
246.0	153.0
247.0	133.0
248.0	137.0
249.0	134.0
250.0	147.0
251.0	128.0
252.0	137.0
253.0	162.0
254.0	171.0
255.0	141.0
256.0	141.0
257.0	131.0
258.0	151.0
259.0	175.0
260.0	150.0
261.0	193.0
262.0	202.0
263.0	221.0
264.0	234.0
265.0	172.0
266.0	174.0
267.0	197.0
268.0	209.0
269.0	236.0
270.0	173.0
271.0	202.0
272.0	189.0
273.0	205.0
274.0	178.0
275.0	179.0
276.0	209.0
277.0	210.0
278.0	236.0
279.0	228.0
280.0	211.0
281.0	265.0
282.0	279.0
283.0	270.0
284.0	250.0
285.0	239.0
286.0	261.0
287.0	233.0
288.0	263.0
289.0	245.0
290.0	226.0
291.0	264.0
292.0	243.0
293.0	284.0
294.0	323.0
295.0	311.0
296.0	302.0
297.0	319.0
298.0	333.0
299.0	371.0
300.0	361.0
301.0	426.0
302.0	450.0
303.0	465.0
304.0	489.0
305.0	542.0
306.0	555.0
307.0	545.0
308.0	611.0
309.0	650.0
310.0	635.0
311.0	679.0
312.0	750.0
313.0	760.0
314.0	842.0
315.0	880.0
316.0	1014.0
317.0	1022.0
318.0	952.0
319.0	1057.0
320.0	1128.0
321.0	969.0
322.0	1245.0
323.0	1333.0
324.0	1391.0
325.0	1367.0
326.0	1536.0
327.0	1640.0
328.0	1737.0
329.0	1898.0
330.0	1854.0
331.0	1952.0
332.0	2103.0
333.0	2332.0
334.0	2450.0
