#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	7.742454977624304E-6
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	7.742454977624304E-6
18.0	7.742454977624304E-6
19.0	7.742454977624304E-6
20.0	0.0
21.0	7.742454977624304E-6
22.0	0.0
23.0	1.548490995524861E-5
24.0	0.0
25.0	1.548490995524861E-5
26.0	0.0
27.0	7.742454977624304E-6
28.0	3.096981991049722E-5
29.0	2.3227364932872915E-5
30.0	6.193963982099444E-5
31.0	3.174406540825965E-4
32.0	0.0010839436968674027
33.0	0.0034221651001099434
34.0	0.008772201489648338
35.0	0.01877545332073894
36.0	0.0358707939113334
37.0	0.056845104445717644
38.0	0.07835364437355798
39.0	0.09466699701141239
40.0	0.10675296923148392
41.0	0.11001254277706377
42.0	0.10268818036823117
43.0	0.08869756422366404
44.0	0.07552764830672509
45.0	0.05948528159308754
46.0	0.04497592096501959
47.0	0.03378807352235247
48.0	0.02526363059198811
49.0	0.017490205794453307
50.0	0.012573746883661871
51.0	0.00913609687359668
52.0	0.005117762740209666
53.0	0.003638953839483423
54.0	0.0025472676876383965
55.0	0.0013007324362408832
56.0	8.981247774044194E-4
57.0	5.419718484337014E-4
58.0	2.78728379194475E-4
59.0	2.555010142616021E-4
60.0	1.8581891946298332E-4
61.0	9.290945973149165E-5
62.0	1.1613682466436457E-4
63.0	5.419718484337013E-5
64.0	6.193963982099444E-5
65.0	2.3227364932872915E-5
66.0	7.742454977624304E-6
67.0	1.548490995524861E-5
68.0	2.3227364932872915E-5
69.0	0.0
70.0	0.0
71.0	0.0
72.0	3.096981991049722E-5
73.0	1.548490995524861E-5
74.0	0.0
75.0	0.0
76.0	0.0
77.0	7.742454977624304E-6
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	7.742454977624304E-6
83.0	0.0
84.0	7.742454977624304E-6
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	1.548490995524861E-5
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	6.193963982099444E-5
