#Coverage	Number of genomic locations
0.0	636440.0
1.0	304808.0
2.0	727335.0
3.0	523941.0
4.0	824499.0
5.0	650042.0
6.0	825640.0
7.0	668838.0
8.0	766094.0
9.0	619139.0
10.0	661039.0
11.0	541672.0
12.0	542899.0
13.0	445828.0
14.0	445737.0
15.0	368345.0
16.0	354771.0
17.0	288473.0
18.0	273795.0
19.0	225173.0
20.0	210293.0
21.0	172463.0
22.0	157245.0
23.0	129206.0
24.0	115572.0
25.0	97240.0
26.0	85016.0
27.0	72143.0
28.0	62428.0
29.0	50993.0
30.0	45132.0
31.0	37170.0
32.0	33133.0
33.0	28150.0
34.0	24476.0
35.0	19257.0
36.0	16782.0
37.0	13555.0
38.0	12300.0
39.0	9681.0
40.0	8222.0
41.0	7337.0
42.0	5991.0
43.0	4774.0
44.0	3829.0
45.0	3622.0
46.0	2822.0
47.0	2348.0
48.0	2021.0
49.0	1681.0
50.0	1589.0
51.0	1286.0
52.0	1057.0
53.0	889.0
54.0	682.0
55.0	695.0
56.0	543.0
57.0	376.0
58.0	385.0
59.0	255.0
60.0	283.0
61.0	152.0
62.0	202.0
63.0	127.0
64.0	166.0
65.0	162.0
66.0	124.0
67.0	91.0
68.0	98.0
69.0	96.0
70.0	101.0
71.0	67.0
72.0	74.0
73.0	32.0
74.0	67.0
75.0	61.0
76.0	47.0
77.0	47.0
78.0	37.0
79.0	46.0
80.0	47.0
81.0	57.0
82.0	37.0
83.0	61.0
84.0	49.0
85.0	63.0
86.0	41.0
87.0	68.0
88.0	59.0
89.0	44.0
90.0	39.0
91.0	45.0
92.0	79.0
93.0	59.0
94.0	88.0
95.0	76.0
96.0	66.0
97.0	79.0
98.0	88.0
99.0	98.0
100.0	94.0
101.0	139.0
102.0	116.0
103.0	89.0
104.0	81.0
105.0	108.0
106.0	78.0
107.0	107.0
108.0	118.0
109.0	96.0
110.0	120.0
111.0	121.0
112.0	144.0
113.0	115.0
114.0	143.0
115.0	106.0
116.0	105.0
117.0	110.0
118.0	162.0
119.0	126.0
120.0	139.0
121.0	153.0
122.0	145.0
123.0	145.0
124.0	133.0
125.0	126.0
126.0	151.0
127.0	147.0
128.0	149.0
129.0	185.0
130.0	203.0
131.0	142.0
132.0	142.0
133.0	164.0
134.0	143.0
135.0	176.0
136.0	183.0
137.0	173.0
138.0	164.0
139.0	149.0
140.0	130.0
141.0	153.0
142.0	161.0
143.0	153.0
144.0	172.0
145.0	151.0
146.0	115.0
147.0	144.0
148.0	105.0
149.0	108.0
150.0	102.0
151.0	102.0
152.0	94.0
153.0	96.0
154.0	84.0
155.0	126.0
156.0	107.0
157.0	82.0
158.0	83.0
159.0	94.0
160.0	73.0
161.0	75.0
162.0	92.0
163.0	88.0
164.0	88.0
165.0	81.0
166.0	62.0
167.0	63.0
168.0	72.0
169.0	71.0
170.0	77.0
171.0	64.0
172.0	68.0
173.0	64.0
174.0	84.0
175.0	88.0
176.0	67.0
177.0	51.0
178.0	49.0
179.0	54.0
180.0	54.0
181.0	42.0
182.0	50.0
183.0	54.0
184.0	25.0
185.0	57.0
186.0	58.0
187.0	63.0
188.0	49.0
189.0	49.0
190.0	58.0
191.0	65.0
192.0	50.0
193.0	51.0
194.0	65.0
195.0	84.0
196.0	51.0
197.0	78.0
198.0	95.0
199.0	71.0
200.0	94.0
201.0	79.0
202.0	84.0
203.0	80.0
204.0	92.0
205.0	55.0
206.0	58.0
207.0	57.0
208.0	58.0
209.0	41.0
210.0	58.0
211.0	60.0
212.0	35.0
213.0	44.0
214.0	64.0
215.0	50.0
216.0	35.0
217.0	46.0
218.0	46.0
219.0	45.0
220.0	52.0
221.0	47.0
222.0	30.0
223.0	55.0
224.0	31.0
225.0	28.0
226.0	27.0
227.0	33.0
228.0	28.0
229.0	24.0
230.0	19.0
231.0	24.0
232.0	21.0
233.0	22.0
234.0	18.0
235.0	20.0
236.0	21.0
237.0	26.0
238.0	35.0
239.0	22.0
240.0	10.0
241.0	30.0
242.0	34.0
243.0	41.0
244.0	28.0
245.0	33.0
246.0	35.0
247.0	26.0
248.0	30.0
249.0	22.0
250.0	20.0
251.0	13.0
252.0	23.0
253.0	16.0
254.0	18.0
255.0	25.0
256.0	22.0
257.0	28.0
258.0	21.0
259.0	18.0
260.0	25.0
261.0	22.0
262.0	19.0
263.0	28.0
264.0	23.0
265.0	28.0
266.0	33.0
267.0	15.0
268.0	19.0
269.0	15.0
270.0	22.0
271.0	18.0
272.0	22.0
273.0	35.0
274.0	25.0
275.0	26.0
276.0	35.0
277.0	26.0
278.0	24.0
279.0	20.0
280.0	21.0
281.0	23.0
282.0	26.0
283.0	32.0
284.0	30.0
285.0	20.0
286.0	49.0
287.0	37.0
288.0	22.0
289.0	30.0
290.0	25.0
291.0	22.0
292.0	28.0
293.0	28.0
294.0	24.0
295.0	25.0
296.0	29.0
297.0	24.0
298.0	28.0
299.0	15.0
300.0	24.0
301.0	20.0
302.0	22.0
303.0	21.0
304.0	14.0
305.0	12.0
306.0	8.0
307.0	13.0
308.0	15.0
309.0	15.0
310.0	14.0
311.0	14.0
312.0	11.0
313.0	23.0
314.0	26.0
315.0	12.0
316.0	16.0
317.0	5.0
318.0	13.0
319.0	10.0
320.0	12.0
321.0	7.0
322.0	19.0
323.0	9.0
324.0	8.0
325.0	8.0
326.0	8.0
327.0	11.0
328.0	12.0
329.0	10.0
330.0	12.0
331.0	13.0
332.0	17.0
333.0	14.0
334.0	17.0
335.0	12.0
336.0	21.0
337.0	18.0
338.0	13.0
339.0	12.0
340.0	10.0
341.0	13.0
342.0	11.0
343.0	14.0
344.0	12.0
345.0	23.0
346.0	28.0
347.0	28.0
348.0	16.0
349.0	15.0
350.0	18.0
351.0	14.0
352.0	18.0
353.0	10.0
354.0	11.0
355.0	16.0
356.0	12.0
357.0	9.0
358.0	8.0
359.0	18.0
360.0	21.0
361.0	14.0
362.0	16.0
363.0	6.0
364.0	6.0
365.0	12.0
366.0	15.0
367.0	17.0
368.0	18.0
369.0	21.0
370.0	22.0
371.0	14.0
372.0	24.0
373.0	24.0
374.0	20.0
375.0	11.0
376.0	20.0
377.0	19.0
378.0	19.0
379.0	24.0
380.0	20.0
381.0	17.0
382.0	14.0
383.0	9.0
384.0	9.0
385.0	11.0
386.0	17.0
387.0	24.0
388.0	25.0
389.0	12.0
390.0	21.0
391.0	27.0
392.0	10.0
393.0	17.0
394.0	24.0
395.0	19.0
396.0	16.0
397.0	12.0
398.0	8.0
399.0	11.0
400.0	10.0
401.0	11.0
402.0	8.0
403.0	16.0
404.0	11.0
405.0	17.0
406.0	9.0
407.0	15.0
408.0	12.0
409.0	6.0
410.0	8.0
411.0	10.0
412.0	8.0
413.0	10.0
414.0	16.0
415.0	13.0
416.0	12.0
417.0	14.0
418.0	6.0
419.0	8.0
420.0	4.0
421.0	10.0
422.0	8.0
423.0	14.0
424.0	4.0
425.0	10.0
426.0	13.0
427.0	14.0
428.0	14.0
429.0	11.0
430.0	8.0
431.0	12.0
432.0	8.0
433.0	8.0
434.0	4.0
435.0	7.0
436.0	8.0
437.0	7.0
438.0	12.0
439.0	10.0
440.0	9.0
441.0	20.0
442.0	11.0
443.0	9.0
444.0	20.0
445.0	11.0
446.0	12.0
447.0	15.0
448.0	10.0
449.0	15.0
450.0	22.0
451.0	7.0
452.0	10.0
453.0	8.0
454.0	9.0
455.0	9.0
456.0	4.0
457.0	8.0
458.0	8.0
459.0	10.0
460.0	7.0
461.0	4.0
462.0	12.0
463.0	6.0
464.0	6.0
465.0	7.0
466.0	8.0
467.0	9.0
468.0	10.0
469.0	8.0
470.0	11.0
471.0	11.0
472.0	9.0
473.0	10.0
474.0	9.0
475.0	12.0
476.0	11.0
477.0	10.0
478.0	6.0
479.0	9.0
480.0	8.0
481.0	8.0
482.0	8.0
483.0	18.0
484.0	9.0
485.0	15.0
486.0	12.0
487.0	1.0
488.0	1.0
489.0	14.0
490.0	3.0
491.0	4.0
492.0	11.0
493.0	5.0
494.0	4.0
495.0	9.0
496.0	5.0
497.0	2.0
498.0	5.0
499.0	5.0
500.0	3.0
501.0	4.0
502.0	12.0
503.0	5.0
504.0	4.0
505.0	6.0
506.0	2.0
507.0	6.0
508.0	3.0
509.0	3.0
510.0	5.0
511.0	5.0
513.0	6.0
514.0	5.0
515.0	7.0
516.0	5.0
517.0	5.0
518.0	11.0
519.0	2.0
520.0	11.0
521.0	4.0
522.0	7.0
523.0	10.0
524.0	5.0
525.0	3.0
526.0	2.0
527.0	7.0
528.0	5.0
529.0	6.0
530.0	2.0
532.0	4.0
533.0	10.0
534.0	7.0
535.0	6.0
536.0	4.0
537.0	5.0
538.0	6.0
539.0	4.0
540.0	2.0
541.0	1.0
542.0	4.0
543.0	1.0
544.0	1.0
545.0	1.0
546.0	3.0
547.0	7.0
548.0	3.0
549.0	2.0
