#Coverage (X)	Coverage
1.0	99.86545316504217
2.0	99.85350130643768
3.0	99.81994891053421
4.0	99.75568196540212
5.0	99.61925968394614
6.0	99.37433295180061
7.0	98.96230229154062
8.0	98.34413702933388
9.0	97.46786755563927
10.0	96.25424803026708
11.0	94.71202231123281
12.0	92.80396114041953
13.0	90.5311585282845
14.0	87.89683892670172
15.0	84.93082851550595
16.0	81.68271969354547
17.0	78.17403074169385
18.0	74.43809196350611
19.0	70.54713272608899
20.0	66.5706761601549
21.0	62.59537118417584
22.0	58.62469724494442
23.0	54.736658110627495
24.0	50.955716842126485
25.0	47.30565377201234
26.0	43.80706590919467
27.0	40.46233046436632
28.0	37.303733084480236
29.0	34.340651002027215
30.0	31.560211086438756
31.0	28.94722880159381
32.0	26.52953972183346
33.0	24.308994616728256
34.0	22.230012819663912
35.0	20.32282356695943
36.0	18.54461238921604
37.0	16.928709589988756
38.0	15.44304338903055
39.0	14.080087323421182
40.0	12.85111052343467
41.0	11.731584123029307
42.0	10.710041576510221
43.0	9.781563949640997
44.0	8.93936508732962
45.0	8.166491940309825
46.0	7.475455710878563
47.0	6.844729892519666
48.0	6.266615283819647
49.0	5.752940358744965
50.0	5.280500579702178
51.0	4.849904644238919
