#Coverage	Number of genomic locations
0.0	16357.0
1.0	1453.0
2.0	4079.0
3.0	7813.0
4.0	16585.0
5.0	29776.0
6.0	50091.0
7.0	75151.0
8.0	106529.0
9.0	147541.0
10.0	187490.0
11.0	231965.0
12.0	276307.0
13.0	320257.0
14.0	360581.0
15.0	394876.0
16.0	426555.0
17.0	454182.0
18.0	473028.0
19.0	483422.0
20.0	483282.0
21.0	482719.0
22.0	472673.0
23.0	459653.0
24.0	443742.0
25.0	425327.0
26.0	406623.0
27.0	383994.0
28.0	360225.0
29.0	338021.0
30.0	317663.0
31.0	293921.0
32.0	269954.0
33.0	252744.0
34.0	231859.0
35.0	216179.0
36.0	196447.0
37.0	180614.0
38.0	165696.0
39.0	149408.0
40.0	136102.0
41.0	124190.0
42.0	112876.0
43.0	102387.0
44.0	93959.0
45.0	84010.0
46.0	76678.0
47.0	70282.0
48.0	62448.0
49.0	57435.0
50.0	52348.0
51.0	47524.0
52.0	43482.0
53.0	38913.0
54.0	35327.0
55.0	31992.0
56.0	28165.0
57.0	25920.0
58.0	23200.0
59.0	20802.0
60.0	18591.0
61.0	16516.0
62.0	14818.0
63.0	13831.0
64.0	12458.0
65.0	11444.0
66.0	10390.0
67.0	9579.0
68.0	8403.0
69.0	7893.0
70.0	6971.0
71.0	6643.0
72.0	5859.0
73.0	5458.0
74.0	4926.0
75.0	4300.0
76.0	4164.0
77.0	3760.0
78.0	3553.0
79.0	3280.0
80.0	2930.0
81.0	2806.0
82.0	2442.0
83.0	2568.0
84.0	2349.0
85.0	2168.0
86.0	2131.0
87.0	2085.0
88.0	1970.0
89.0	1796.0
90.0	1771.0
91.0	1721.0
92.0	1584.0
93.0	1455.0
94.0	1361.0
95.0	1276.0
96.0	1255.0
97.0	1235.0
98.0	1078.0
99.0	1157.0
100.0	1196.0
101.0	966.0
102.0	1024.0
103.0	966.0
104.0	887.0
105.0	779.0
106.0	789.0
107.0	658.0
108.0	654.0
109.0	666.0
110.0	710.0
111.0	595.0
112.0	532.0
113.0	547.0
114.0	503.0
115.0	482.0
116.0	505.0
117.0	457.0
118.0	416.0
119.0	477.0
120.0	397.0
121.0	392.0
122.0	390.0
123.0	329.0
124.0	332.0
125.0	322.0
126.0	278.0
127.0	283.0
128.0	311.0
129.0	277.0
130.0	321.0
131.0	326.0
132.0	311.0
133.0	312.0
134.0	319.0
135.0	228.0
136.0	294.0
137.0	246.0
138.0	273.0
139.0	305.0
140.0	297.0
141.0	274.0
142.0	255.0
143.0	253.0
144.0	259.0
145.0	281.0
146.0	260.0
147.0	236.0
148.0	254.0
149.0	210.0
150.0	201.0
151.0	267.0
152.0	213.0
153.0	230.0
154.0	253.0
155.0	256.0
156.0	206.0
157.0	248.0
158.0	251.0
159.0	226.0
160.0	216.0
161.0	223.0
162.0	272.0
163.0	268.0
164.0	264.0
165.0	276.0
166.0	251.0
167.0	272.0
168.0	227.0
169.0	254.0
170.0	240.0
171.0	213.0
172.0	202.0
173.0	230.0
174.0	233.0
175.0	217.0
176.0	243.0
177.0	246.0
178.0	262.0
179.0	265.0
180.0	232.0
181.0	235.0
182.0	208.0
183.0	231.0
184.0	244.0
185.0	239.0
186.0	233.0
187.0	250.0
188.0	215.0
189.0	235.0
190.0	294.0
191.0	247.0
192.0	273.0
193.0	207.0
194.0	252.0
195.0	208.0
196.0	199.0
197.0	222.0
198.0	211.0
199.0	180.0
200.0	234.0
201.0	187.0
202.0	191.0
203.0	217.0
204.0	212.0
205.0	174.0
206.0	202.0
207.0	160.0
208.0	208.0
209.0	205.0
210.0	188.0
211.0	157.0
212.0	164.0
213.0	147.0
214.0	160.0
215.0	175.0
216.0	184.0
217.0	169.0
218.0	162.0
219.0	195.0
220.0	142.0
221.0	159.0
222.0	149.0
223.0	180.0
224.0	179.0
225.0	179.0
226.0	194.0
227.0	153.0
228.0	201.0
229.0	203.0
230.0	185.0
231.0	178.0
232.0	193.0
233.0	191.0
234.0	184.0
235.0	144.0
236.0	176.0
237.0	144.0
238.0	149.0
239.0	180.0
240.0	152.0
241.0	122.0
242.0	142.0
243.0	138.0
244.0	117.0
245.0	133.0
246.0	154.0
247.0	129.0
248.0	149.0
249.0	150.0
250.0	161.0
251.0	136.0
252.0	138.0
253.0	123.0
254.0	146.0
255.0	133.0
256.0	135.0
257.0	125.0
258.0	123.0
259.0	170.0
260.0	156.0
261.0	162.0
262.0	121.0
263.0	142.0
264.0	140.0
265.0	130.0
266.0	123.0
267.0	132.0
268.0	116.0
269.0	107.0
270.0	131.0
271.0	123.0
272.0	119.0
273.0	99.0
274.0	127.0
275.0	110.0
276.0	120.0
277.0	106.0
278.0	96.0
279.0	101.0
280.0	94.0
281.0	118.0
282.0	104.0
283.0	106.0
284.0	101.0
285.0	100.0
286.0	117.0
287.0	121.0
288.0	114.0
289.0	117.0
290.0	114.0
291.0	113.0
292.0	101.0
293.0	85.0
294.0	97.0
295.0	99.0
296.0	88.0
297.0	95.0
298.0	113.0
299.0	97.0
300.0	88.0
301.0	84.0
302.0	78.0
303.0	97.0
304.0	100.0
305.0	89.0
306.0	68.0
307.0	89.0
308.0	95.0
309.0	89.0
310.0	84.0
311.0	85.0
312.0	85.0
313.0	75.0
314.0	107.0
315.0	93.0
316.0	102.0
317.0	124.0
318.0	101.0
319.0	103.0
320.0	112.0
321.0	97.0
322.0	90.0
323.0	100.0
324.0	91.0
325.0	103.0
326.0	101.0
327.0	106.0
328.0	98.0
329.0	104.0
330.0	84.0
331.0	102.0
332.0	75.0
333.0	85.0
334.0	78.0
335.0	82.0
336.0	81.0
337.0	63.0
338.0	86.0
339.0	67.0
340.0	73.0
341.0	92.0
342.0	74.0
343.0	76.0
344.0	84.0
345.0	85.0
346.0	83.0
347.0	93.0
348.0	67.0
349.0	86.0
350.0	109.0
351.0	86.0
352.0	82.0
353.0	69.0
354.0	94.0
355.0	119.0
356.0	101.0
357.0	113.0
358.0	99.0
359.0	94.0
360.0	111.0
361.0	76.0
362.0	108.0
363.0	79.0
364.0	77.0
365.0	73.0
366.0	80.0
367.0	82.0
368.0	99.0
369.0	96.0
370.0	109.0
371.0	87.0
372.0	72.0
373.0	97.0
374.0	68.0
375.0	88.0
376.0	75.0
377.0	88.0
378.0	72.0
379.0	85.0
380.0	97.0
381.0	63.0
382.0	76.0
383.0	95.0
384.0	98.0
385.0	76.0
386.0	91.0
387.0	94.0
388.0	83.0
389.0	101.0
390.0	86.0
391.0	94.0
392.0	85.0
393.0	102.0
394.0	75.0
395.0	105.0
396.0	96.0
397.0	88.0
398.0	106.0
399.0	108.0
400.0	94.0
401.0	91.0
402.0	63.0
403.0	90.0
404.0	82.0
405.0	100.0
406.0	70.0
407.0	92.0
408.0	91.0
409.0	70.0
410.0	86.0
411.0	106.0
412.0	116.0
413.0	102.0
414.0	80.0
415.0	120.0
416.0	77.0
417.0	114.0
418.0	113.0
419.0	99.0
420.0	119.0
421.0	122.0
422.0	98.0
423.0	120.0
424.0	110.0
425.0	88.0
426.0	111.0
427.0	111.0
428.0	119.0
429.0	119.0
430.0	98.0
431.0	95.0
432.0	117.0
433.0	128.0
434.0	105.0
435.0	102.0
436.0	107.0
437.0	93.0
438.0	106.0
439.0	90.0
440.0	105.0
441.0	96.0
442.0	105.0
443.0	83.0
444.0	93.0
445.0	100.0
446.0	79.0
447.0	97.0
448.0	93.0
449.0	94.0
450.0	85.0
451.0	85.0
452.0	91.0
453.0	96.0
454.0	86.0
455.0	113.0
456.0	113.0
457.0	98.0
458.0	107.0
459.0	106.0
460.0	84.0
461.0	123.0
462.0	105.0
463.0	102.0
464.0	95.0
465.0	122.0
466.0	121.0
467.0	97.0
468.0	108.0
469.0	95.0
470.0	112.0
471.0	98.0
472.0	149.0
473.0	119.0
474.0	146.0
475.0	133.0
476.0	144.0
477.0	119.0
478.0	122.0
479.0	118.0
480.0	124.0
481.0	123.0
482.0	129.0
483.0	104.0
484.0	118.0
485.0	107.0
486.0	122.0
487.0	128.0
488.0	108.0
489.0	118.0
490.0	114.0
491.0	122.0
492.0	128.0
493.0	109.0
494.0	112.0
495.0	108.0
496.0	100.0
497.0	114.0
498.0	106.0
499.0	122.0
500.0	137.0
501.0	96.0
502.0	113.0
503.0	145.0
504.0	106.0
505.0	102.0
506.0	100.0
507.0	103.0
508.0	88.0
509.0	99.0
510.0	93.0
511.0	98.0
512.0	96.0
513.0	95.0
514.0	78.0
515.0	91.0
516.0	91.0
517.0	100.0
518.0	71.0
519.0	94.0
520.0	87.0
521.0	85.0
522.0	95.0
523.0	83.0
524.0	84.0
525.0	80.0
526.0	95.0
527.0	56.0
528.0	65.0
529.0	51.0
530.0	57.0
531.0	87.0
532.0	66.0
533.0	78.0
534.0	48.0
535.0	78.0
536.0	44.0
537.0	63.0
538.0	61.0
539.0	41.0
540.0	66.0
541.0	58.0
542.0	74.0
543.0	54.0
544.0	43.0
545.0	59.0
546.0	56.0
547.0	51.0
548.0	41.0
549.0	62.0
550.0	55.0
551.0	60.0
552.0	58.0
553.0	46.0
554.0	49.0
555.0	54.0
556.0	71.0
557.0	39.0
558.0	49.0
559.0	41.0
560.0	78.0
561.0	67.0
562.0	62.0
563.0	54.0
564.0	58.0
565.0	63.0
566.0	75.0
567.0	63.0
568.0	76.0
569.0	69.0
570.0	74.0
571.0	56.0
572.0	50.0
573.0	53.0
574.0	63.0
575.0	63.0
576.0	63.0
577.0	54.0
578.0	65.0
579.0	49.0
580.0	47.0
581.0	49.0
582.0	54.0
583.0	46.0
584.0	72.0
585.0	72.0
586.0	71.0
587.0	83.0
588.0	75.0
589.0	63.0
590.0	73.0
591.0	46.0
592.0	57.0
593.0	47.0
594.0	56.0
595.0	49.0
596.0	58.0
597.0	54.0
598.0	37.0
599.0	59.0
600.0	47.0
601.0	67.0
