#Mapping quality	mapping quality
0.0	275039.0
1.0	121872.0
2.0	42338.0
3.0	29647.0
4.0	23797.0
5.0	19940.0
6.0	18741.0
7.0	20479.0
8.0	23440.0
9.0	27080.0
10.0	27047.0
11.0	21916.0
12.0	16281.0
13.0	13820.0
14.0	13217.0
15.0	12670.0
16.0	12525.0
17.0	13411.0
18.0	15468.0
19.0	15784.0
20.0	16631.0
21.0	18087.0
22.0	19261.0
23.0	18351.0
24.0	17153.0
25.0	16976.0
26.0	17363.0
27.0	18439.0
28.0	18916.0
29.0	18603.0
30.0	17912.0
31.0	19553.0
32.0	21672.0
33.0	26442.0
34.0	36259.0
35.0	53904.0
36.0	99840.0
37.0	187855.0
38.0	397996.0
39.0	768163.0
40.0	1479031.0
41.0	2262908.0
42.0	2880090.0
43.0	2344173.0
44.0	564103.0
