#Position (bp)	mapping quality
15197.0	25.434300467554287
45590.0	43.113125240795775
75983.0	43.195680810095375
106376.0	43.206737950173896
136769.0	40.92620186681319
167162.0	34.923678622523575
197555.0	30.87198402390649
221485.0	10.138553171706214
236681.5	17.180952540973376
258341.0	37.30108844522769
288734.0	42.8221032016184
319127.0	42.44891401831237
349520.0	43.19976839641303
379913.0	43.173896162807786
410306.0	42.37662174161754
440699.0	34.21107088316546
471092.0	41.14929547240211
501485.0	32.918808002256675
531878.0	41.85737095814564
562271.0	42.61101251721671
592664.0	42.97556974777713
623057.0	43.01059067360012
653450.0	41.53437284460438
683843.0	42.60201987540271
714236.0	40.2759501271738
744629.0	43.126891732200136
775022.0	43.11837649436008
805415.0	43.09871630351345
835808.0	42.14239267028304
866201.0	42.85457858822465
896594.0	41.7348522547196
926987.0	43.19398394154773
957380.0	43.0979104696068
987773.0	43.13762777029846
1018166.0	42.77993476513874
1038382.5	17.426456616271846
1053579.0	24.72869299744492
1078952.0	43.14730858805495
1109345.0	43.20140140741631
1139738.0	37.611815772837474
1170131.0	42.75060659689529
1200524.0	42.172608310255946
1230917.0	39.667437297648085
1261310.0	43.195918438404135
1291703.0	43.10772497404155
1322096.0	41.691766427158825
1348657.5	34.45268076909357
1363854.0	7.261483180995584
1382882.0	29.030627917261075
1413275.0	41.30198877495802
1443668.0	43.12155941281993
1474061.0	42.38817046266735
1504454.0	41.72084558343953
1534847.0	43.11461951057899
1565240.0	41.987245949149795
1595633.0	41.51972500119971
1626026.0	43.13448729316999
1656419.0	42.88574064454106
1686812.0	43.048591861180206
1717205.0	43.09120704327242
1747598.0	41.35589963594616
1777991.0	42.72804928831124
1808384.0	42.56817299291331
1838777.0	41.09242917868813
1869170.0	31.83615779919902
1899563.0	21.644535440072264
1929956.0	43.07624113697409
1960349.0	42.08414245489477
1990742.0	42.45795521419168
2021135.0	31.043708358598977
2051528.0	43.096770327935936
2081921.0	43.09140591594893
2112314.0	38.45235378664594
2142707.0	43.178335911278076
2173100.0	38.89222590894172
2203493.0	43.09104835197219
2233886.0	23.845480352113064
2264279.0	42.90972583160083
2294672.0	42.80505969751428
2325065.0	43.06619568059205
2355458.0	22.585457824577578
2385851.0	42.74254821667964
2416244.0	43.14507156385663
2446637.0	29.767795772242774
2477030.0	43.051443844389354
2507423.0	37.10199366714657
2537816.0	42.12126873305438
2568209.0	29.801543272756906
2598602.0	39.160199756910146
2628995.0	43.080648550656456
2659388.0	40.95234392913393
2689781.0	43.14937245274924
2720174.0	42.61761784037196
2750567.0	43.05705181875328
2780960.0	43.24276004425413
2811353.0	42.82936728114383
2841746.0	43.14384858044164
2872139.0	35.18475720089895
2889645.5	0.9956503087040676
2904842.0	7.104969409787003
2932925.0	42.94776461457563
2963318.0	42.936881719958606
2993711.0	43.069236337583376
3024104.0	42.81062036716963
3054497.0	43.01234888906946
3084890.0	38.798280434752634
3115283.0	38.894016958800684
3145676.0	42.75829513434359
3176069.0	43.15900069513471
3206462.0	42.13417285916628
3236855.0	42.89695568542635
3267248.0	42.70561628523199
3297641.0	39.38809319713313
3322340.5	36.3597110565128
3337537.0	34.10694180940613
3358427.0	39.53387306682253
3388820.0	37.2519402821859
3410819.5	37.609921840173335
3426016.0	24.06788022258464
3449606.0	38.85702183686613
3479999.0	42.634167356500946
3510392.0	42.81968530635953
3540785.0	42.724888302671985
3571178.0	43.0206802666799
3601571.0	42.86430635028755
3631964.0	43.08670296444063
3662357.0	42.86308510324385
3692750.0	41.06825754220378
3723143.0	42.670051021234215
3753536.0	42.879087657743426
3783929.0	42.07188465631848
3814322.0	42.966163073890016
3844715.0	42.44290459735817
3875108.0	31.311591839772028
3905501.0	33.49932567037578
3935894.0	43.14682026165462
3966287.0	43.04740727756513
3987990.0	17.283335648871436
4003186.5	15.404142901368097
4027073.0	42.89852423168553
4057466.0	43.19113005194369
4087859.0	42.627530742229645
4118252.0	40.918689859427644
4148645.0	36.730655002004546
4179038.0	42.827468494827855
4209431.0	42.13877445745092
4239824.0	43.14878532412142
4259839.0	42.589702868408914
4275035.5	35.77606255638985
4300610.0	43.102428083907206
4331003.0	43.0530568258766
4361396.0	42.76802417436788
4391789.0	42.98489953669505
4422182.0	43.038522507084586
4452575.0	43.1529217640662
4482968.0	42.83988121788455
4513361.0	42.41407543640263
4543754.0	42.939506648177506
4574147.0	42.905604352532045
4604540.0	42.983217014224245
4634933.0	42.43334440714491
4665326.0	39.163606152246906
4695719.0	42.76775141942073
4726112.0	43.201427730225184
4756505.0	42.29993051495851
4786898.0	37.14855279185734
4817291.0	22.069626606955396
4847684.0	33.07235741143991
4878077.0	43.16422101484941
4908470.0	42.53948003574057
4938863.0	43.11455846289098
4969256.0	34.6647531435284
4999649.0	42.44313163983231
5030042.0	41.059926974086785
5060435.0	43.065197244191125
5090828.0	23.854809354496524
5121221.0	43.02872859121019
5151614.0	42.161375264089116
5182007.0	42.46854297839837
5212400.0	43.12448221520817
5242793.0	43.21066427756255
5273186.0	42.40178356862592
5303579.0	43.08572991956447
5333972.0	35.580607455072574
5352383.0	1.0433632376513746
5367579.5	31.133225871214215
5394758.0	42.83912856076498
5425151.0	43.083029366728645
5455544.0	37.493867846574936
5485937.0	42.84412210867626
5516330.0	42.817973522171066
5546723.0	42.49145300296377
5577116.0	28.35288598781603
5607509.0	43.07924126857284
5637902.0	41.953121130355456
5668295.0	43.173452801324586
5698688.0	43.17769230696946
5729081.0	42.802879160923865
5759474.0	42.846570022523494
5789867.0	43.127347788938664
5820260.0	41.869512266594775
5850653.0	42.44931863820069
5881046.0	26.168155084061745
5907241.5	6.689122560369082
5922438.0	1.9711782411095293
5941832.0	26.376198064331085
5972225.0	43.0400586028408
6002618.0	42.733180958620046
6033011.0	42.46948514866392
6063404.0	41.90207258534835
6093797.0	43.19403005133326
6124190.0	37.65828740962781
6154583.0	43.13844325481223
6184976.0	43.124188765285
6215369.0	43.18213095211815
6245762.0	42.522579813066734
6276155.0	42.0999448968628
6306548.0	42.587075310686316
6336941.0	42.87112110955414
6367334.0	42.32648507397337
6397727.0	22.917396843145752
6428120.0	43.030237175854964
6458513.0	42.46114479203623
6488906.0	43.129471477246106
6519299.0	42.97107485163844
6549692.0	43.069411387662186
6580085.0	43.1560136146694
6610478.0	42.36290267947872
6640871.0	28.72048841051204
6660029.5	8.333337420686764
6675226.0	38.647474618839496
6701657.0	43.17349140374357
6732050.0	42.95301802216188
6762443.0	43.04292054137439
6792836.0	42.46386308456593
6823229.0	42.57346184511323
6853622.0	42.6200681440611
6884015.0	43.08197866483504
6914408.0	43.17303226551944
6944801.0	43.08797444287331
6975194.0	42.65006887954258
7005587.0	42.98537397124957
7035980.0	43.02740976894475
7066373.0	43.08121662131771
7096766.0	42.94896229041946
7127159.0	42.94164750646856
7157552.0	43.06876316079126
7187945.0	43.01607753605725
7218338.0	41.64900176923791
7248731.0	43.036151487206254
7279124.0	42.94101730356142
7309517.0	38.098738056048525
7327760.5	16.488771398212243
7342957.0	15.642587031090697
7370303.0	42.7017348106148
7400696.0	41.87733232036137
7431089.0	40.740214550955855
7461482.0	43.082136688764194
7491875.0	42.96707241308962
7522268.0	42.76001763166775
7552661.0	31.48577591149149
7583054.0	42.858738219480685
7613447.0	43.068514817780404
7643840.0	43.1193523645653
7674233.0	43.208013561845085
7704626.0	42.787289146403694
7735019.0	42.65776787825079
7765412.0	43.02170669062144
7795805.0	3.1435431725201837
7826198.0	18.100278145986103
7856591.0	42.86009427201957
7886984.0	43.105186661753045
7917377.0	29.50821038552718
7947770.0	42.46297031854183
7978163.0	30.819242915617522
8008556.0	42.7458950170213
8038949.0	43.06242143095224
8069342.0	42.839237609881756
8099735.0	43.09157198546241
8130128.0	42.44253738197181
8160521.0	42.863642299585905
8190914.0	43.07162892724628
8221307.0	42.97978739318237
8251700.0	43.074968215541965
8282093.0	36.341352164070685
8312486.0	36.14346240553009
8342879.0	41.83493508638279
8373272.0	42.76081422887258
8398726.5	8.15697533234936
8413923.0	3.1924627407471986
8434058.0	43.02613752199048
8464451.0	43.15173581928388
8494844.0	43.022152187643115
8525237.0	42.86811164187444
8555630.0	42.88672782190132
8586023.0	28.97493019417183
8616416.0	32.445683228208146
8646809.0	42.81301046075671
8677202.0	42.97617430303233
8707595.0	43.06085617236291
8737988.0	43.09437887814355
8768381.0	28.99276281992368
8798774.0	32.25781227652111
8829167.0	43.13446489024355
8859560.0	43.10988559070892
8889953.0	43.05891213349468
8920346.0	42.211945298435616
8950739.0	42.68785073419168
8981132.0	42.96820905330705
9011525.0	40.149481829690764
9041918.0	42.04917274757965
9072311.0	43.13509755336845
9102704.0	43.11071113737419
9133097.0	43.06803865376029
9163490.0	42.54506396219687
9193883.0	43.1177527886205
9224276.0	42.90489489856922
9254669.0	42.99916087309512
9285062.0	42.66305663578482
9315455.0	37.43920264364009
9332033.5	20.171032579273312
9347230.0	21.103373843942435
9376241.0	43.132864049090216
9406634.0	42.80918572797626
9437027.0	34.70194155876159
9467420.0	42.898449816963435
9497813.0	43.095527223157724
9528206.0	43.214815258002986
9558599.0	43.1698953283725
9588992.0	40.94247823177559
9619385.0	42.57443208232328
9649778.0	43.12015489750963
9680171.0	42.851506512116345
9710564.0	43.15419859393653
9740957.0	43.09142818923878
9771350.0	42.430893903195546
9801743.0	43.06790924273496
9832136.0	42.926115371011726
9862529.0	34.17270130537456
9892922.0	29.850028918589935
