#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	1.0447530412761033E-6
4.0	1.0447530412761033E-6
5.0	0.0
6.0	2.0895060825522065E-6
7.0	3.13425912382831E-6
8.0	5.223765206380516E-6
9.0	8.358024330208826E-6
10.0	1.0447530412761034E-5
11.0	1.0447530412761034E-5
12.0	1.880555474296986E-5
13.0	2.8208332114454788E-5
14.0	2.6118826031902584E-5
15.0	3.5521603403387505E-5
16.0	5.9550923352737874E-5
17.0	5.746141727018567E-5
18.0	6.581944160039449E-5
19.0	1.0552005716888643E-4
20.0	1.3372838928334122E-4
21.0	1.608919683565199E-4
22.0	2.214876447505338E-4
23.0	3.04023135011346E-4
24.0	4.3252775908830663E-4
25.0	7.344613880171004E-4
26.0	8.326681738970541E-4
27.0	0.0015431002419648043
28.0	0.002575316246745594
29.0	0.004233339323250771
30.0	0.00690895186195887
31.0	0.011377360619496762
32.0	0.017356482274719903
33.0	0.025601673276470904
34.0	0.034842513926558044
35.0	0.044782294361258884
36.0	0.05453715350765386
37.0	0.0633360636212812
38.0	0.06992636580565086
39.0	0.07460999368969164
40.0	0.07632547818346701
41.0	0.07479804923712133
42.0	0.07114245834569624
43.0	0.06516020243134928
44.0	0.05780618577380679
45.0	0.05002173086325854
46.0	0.0422456339770405
47.0	0.03461580251660113
48.0	0.027409096037878573
49.0	0.021866681153908836
50.0	0.01790079860922475
51.0	0.01579875549017723
52.0	0.009116515038175276
53.0	0.006743880881437246
54.0	0.0044349766602170574
55.0	0.0030360523379483555
56.0	0.002074879539974341
57.0	0.001356089447576382
58.0	9.246064415293514E-4
59.0	6.529706507975645E-4
60.0	4.732731276980747E-4
61.0	4.2625924084065017E-4
62.0	3.2596294887814425E-4
63.0	2.0581634913139236E-4
64.0	9.402777371484931E-5
65.0	4.1790121651044135E-5
66.0	3.761110948593971E-5
67.0	3.0297838197006992E-5
68.0	9.40277737148493E-6
69.0	6.26851824765662E-6
70.0	4.179012165104413E-6
71.0	1.0447530412761033E-6
72.0	2.0895060825522065E-6
73.0	0.0
74.0	3.13425912382831E-6
75.0	2.0895060825522065E-6
76.0	2.0895060825522065E-6
77.0	0.0
78.0	0.0
79.0	0.0
80.0	2.0895060825522065E-6
81.0	1.0447530412761033E-6
82.0	0.0
83.0	0.0
84.0	2.0895060825522065E-6
85.0	1.0447530412761033E-6
86.0	1.0447530412761033E-6
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	1.0447530412761033E-6
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	6.268518247656619E-6
