#Coverage (X)	Coverage
1.0	96.3782413658515
2.0	95.46033368964075
3.0	93.23282146530774
4.0	92.22550928037555
5.0	90.33689352851687
6.0	89.25008873411886
7.0	87.48503858443273
8.0	86.32019711929773
9.0	84.58083565125085
10.0	83.32022303007172
11.0	81.56761005189969
12.0	80.16955516959013
13.0	78.35715822146803
14.0	76.84643671334581
15.0	74.97209245128671
16.0	73.34736353761853
17.0	71.38507070556683
18.0	69.62984197306842
19.0	67.61976638352635
20.0	65.78486407742633
21.0	63.7184592877992
22.0	61.81117132738428
23.0	59.6951741389089
24.0	57.75942545532016
25.0	55.690256849801
26.0	53.74318968208303
27.0	51.6864171198653
28.0	49.74814316401808
29.0	47.727357787894405
30.0	45.84422031396455
31.0	43.93082892678808
32.0	42.130770442469654
33.0	40.284368688104614
34.0	38.554277519195566
35.0	36.7996328073172
36.0	35.14787443227644
37.0	33.481318126313795
38.0	31.92685265118628
39.0	30.373933596855494
40.0	28.926352120837976
41.0	27.46985404831166
42.0	26.131212982038065
43.0	24.794282849411914
44.0	23.54409211732562
45.0	22.31106007556896
46.0	21.16409293166423
47.0	20.05236444038279
48.0	19.009846505397448
49.0	17.989891507887762
50.0	17.02704714650403
51.0	16.094761047140736
