#Mapping quality	mapping quality
0.0	186932.0
1.0	257861.0
2.0	23887.0
3.0	20244.0
4.0	16759.0
5.0	15149.0
6.0	19329.0
7.0	18381.0
8.0	16647.0
9.0	16749.0
10.0	9095.0
11.0	63857.0
12.0	12635.0
13.0	11542.0
14.0	13808.0
15.0	11653.0
16.0	13478.0
17.0	14555.0
18.0	12806.0
19.0	13149.0
20.0	11309.0
21.0	15983.0
22.0	64624.0
23.0	16722.0
24.0	43939.0
25.0	21793.0
26.0	25262.0
27.0	20948.0
28.0	64305.0
29.0	90097.0
30.0	70823.0
31.0	56692.0
32.0	78890.0
33.0	198528.0
34.0	173512.0
35.0	179111.0
36.0	406336.0
37.0	335965.0
38.0	421334.0
39.0	360001.0
40.0	554714.0
41.0	437545.0
42.0	864246.0
43.0	1172748.0
44.0	5049754.0
