#Read position (bp)	Clipping profile
0.0	0.9752666521179056
1.0	0.9593032480271081
2.0	0.9390504902354907
3.0	0.9273894182228228
4.0	0.9157218570215
5.0	0.9052547957213145
6.0	0.8949240073828798
7.0	0.8846386433650285
8.0	0.8747296522891554
9.0	0.8647882152700083
10.0	0.8552426187588037
11.0	0.8457294681908734
12.0	0.83614493654774
13.0	0.8261775427739737
14.0	0.8164178030371609
15.0	0.8065672146591809
16.0	0.796340253339223
17.0	0.7862171190377416
18.0	0.7763405739051424
19.0	0.7662563747355899
20.0	0.7559515431517743
21.0	0.7465032844703917
22.0	0.7367565231108885
23.0	0.727113588769862
24.0	0.7175874598246219
25.0	0.707989949804179
26.0	0.6982431884446758
27.0	0.6887754621973288
28.0	0.6787107305937407
29.0	0.6688471638384511
30.0	0.6599115510607975
31.0	0.6514042247343601
32.0	0.6431045524448764
33.0	0.6351488071540969
34.0	0.6271865726746625
35.0	0.6193022084590857
36.0	0.6122679279572871
37.0	0.6065185068091381
38.0	0.6019890531280906
39.0	0.597277902164709
40.0	0.5931832241235329
41.0	0.5891664163462143
42.0	0.5845850491559285
43.0	0.5803670765303113
44.0	0.5760387876975626
45.0	0.5727293014836168
46.0	0.5694652395902545
47.0	0.5659740560939743
48.0	0.5632485968589601
49.0	0.5607502592268638
50.0	0.5582778783493866
51.0	0.5554291245299313
52.0	0.5530151463503473
53.0	0.5508477573396455
54.0	0.5487128142722177
55.0	0.5460976712443351
56.0	0.5436058228008934
57.0	0.5411788662439998
58.0	0.5390114772332981
59.0	0.5372074827872649
60.0	0.5352866829454453
61.0	0.5335410911973053
62.0	0.5321459156365241
63.0	0.530627445491302
64.0	0.5294074780242004
65.0	0.5280966619159316
66.0	0.5270194565992357
67.0	0.5261304377535285
68.0	0.5250597216254873
69.0	0.5242939973642213
70.0	0.5235023163483362
71.0	0.5230480731425006
72.0	0.5226522326345581
73.0	0.5229118001807498
74.0	0.5224445785976046
75.0	0.5218670408073277
76.0	0.5219968245804236
77.0	0.5223861758997114
78.0	0.5222109678060318
79.0	0.5226457434459032
80.0	0.5231973244815609
81.0	0.5243653784394241
82.0	0.5246509027402351
83.0	0.5259227837165751
84.0	0.5269480755240328
85.0	0.5285249483671481
86.0	0.5297643834002141
87.0	0.5307961643963267
88.0	0.53227569940962
89.0	0.5341056506102725
90.0	0.5354034883412316
91.0	0.5373956692582539
92.0	0.539303490722764
93.0	0.5411074851687971
94.0	0.5431645579723673
95.0	0.5454811983221294
96.0	0.5482066575571437
97.0	0.5506855276232756
98.0	0.553151419312098
99.0	0.5551890245497039
100.0	0.558076713501088
101.0	0.5604452673600884
102.0	0.5631447698404835
103.0	0.5661687317536183
104.0	0.5692510963646462
105.0	0.5722231447685426
106.0	0.5756040120576913
107.0	0.5800880414181551
108.0	0.5835922032917448
109.0	0.5881735704820306
110.0	0.5925797295786368
111.0	0.5968366373361829
112.0	0.6014244937151234
113.0	0.6060123500940641
114.0	0.6116579442237363
115.0	0.6180108599167814
116.0	0.626472761922635
117.0	0.6343181910062831
118.0	0.6426957335596243
119.0	0.6509110463965957
120.0	0.6590419997810548
121.0	0.6680619720112209
122.0	0.6780488333509515
123.0	0.6878150622764191
124.0	0.6973022560897304
125.0	0.7071593336563651
126.0	0.7167957788087368
127.0	0.7265684969228592
128.0	0.7361400501886829
129.0	0.7458413872276025
130.0	0.7551793297018536
131.0	0.765360866701228
132.0	0.7755618712665671
133.0	0.7851983164189386
134.0	0.7951786885700144
135.0	0.8051006580231971
136.0	0.8150420950423442
137.0	0.8248991726089789
138.0	0.8348860339487096
139.0	0.8442564223662347
140.0	0.8536592567270336
141.0	0.8631594289176546
142.0	0.8729840605410153
143.0	0.8826724192026254
144.0	0.8928928913339287
145.0	0.9033145283135307
146.0	0.9133597923511544
147.0	0.9239047239151974
148.0	0.9351634662312681
149.0	0.9561040780202938
150.0	0.9727618252971545
