#Coverage (X)	Coverage
1.0	99.78805809442298
2.0	99.72184989765245
3.0	99.60543237884349
4.0	99.50264474971632
5.0	99.37805916786932
6.0	99.24673678478553
7.0	99.09875747556676
8.0	98.94308719057703
9.0	98.77570359061635
10.0	98.61295102740331
11.0	98.42936291164715
12.0	98.25696989538217
13.0	98.07213970760309
14.0	97.88539294511317
15.0	97.68646400602775
16.0	97.4906525854634
17.0	97.28446040401889
18.0	97.07070885708399
19.0	96.8463873594906
20.0	96.61756643543015
21.0	96.37185826724372
22.0	96.12655315554156
23.0	95.86913167238417
24.0	95.61271371761616
25.0	95.34828398701829
26.0	95.07480604963106
27.0	94.79779108595343
28.0	94.51099583330077
29.0	94.20074104813605
30.0	93.87524414735252
31.0	93.53617493638494
32.0	93.189900062556
33.0	92.83486487942648
34.0	92.46222682127036
35.0	92.08285196187744
36.0	91.68770032010087
37.0	91.2712360385141
38.0	90.84979524319317
39.0	90.4003214581103
40.0	89.93574539333171
41.0	89.44984023745785
42.0	88.94195616472837
43.0	88.40740455889787
44.0	87.85736406817247
45.0	87.2902471435428
46.0	86.6930325928747
47.0	86.07499071530599
48.0	85.44236477352132
49.0	84.7854978631837
50.0	84.11801164833238
51.0	83.43260998403814
