#Coverage (X)	Coverage
1.0	95.06539591457012
2.0	94.05105080526984
3.0	91.5821735520093
4.0	90.74185836183861
5.0	88.91776455003063
6.0	88.18684217994333
7.0	86.68168943181786
8.0	85.99280832073096
9.0	84.67789000753058
10.0	84.03150256578354
11.0	82.85350829823383
12.0	82.21472135018988
13.0	81.13103407431292
14.0	80.5217689573299
15.0	79.5055154989613
16.0	78.92293436636436
17.0	77.96868580143052
18.0	77.39808943000821
19.0	76.48662243190299
20.0	75.93824352096983
21.0	75.07923967095785
22.0	74.53195477048196
23.0	73.70365724405605
24.0	73.15843697985665
25.0	72.35802438162705
26.0	71.81853739027507
27.0	71.06425419538616
28.0	70.53995996579778
29.0	69.81347121703728
30.0	69.29561766555442
31.0	68.58145092931252
32.0	68.06812148122435
33.0	67.37434611282868
34.0	66.8677534659773
35.0	66.18011442691332
36.0	65.67364516469999
37.0	65.01109433537013
38.0	64.514207946711
39.0	63.86420122224823
40.0	63.35913031926598
41.0	62.718352765728355
42.0	62.21825015083772
43.0	61.590296374013384
44.0	61.099768407034404
45.0	60.485386940394115
46.0	60.003742667353784
47.0	59.40675020903414
48.0	58.92810829551937
49.0	58.346859717013224
50.0	57.87485589702483
51.0	57.294923421324405
