#Coverage (X)	Coverage
1.0	98.02452146296343
2.0	97.24947674631419
3.0	96.11758720517754
4.0	95.40094455053239
5.0	94.50052459035273
6.0	93.83780924817216
7.0	93.07016760980513
8.0	92.47265693600573
9.0	91.76863241701047
10.0	91.2007340563399
11.0	90.54364505365382
12.0	89.98840595684581
13.0	89.38024307596258
14.0	88.8221825837648
15.0	88.22857086452737
16.0	87.69401925869687
17.0	87.10711966376864
18.0	86.57470672499744
19.0	86.01841474594487
20.0	85.5062615647393
21.0	84.96643732204336
22.0	84.45611845912329
23.0	83.9212954070891
24.0	83.42304356176902
25.0	82.90034510683259
26.0	82.40100747669779
27.0	81.87074965627096
28.0	81.36533327630221
29.0	80.84011777474983
30.0	80.32580124955736
31.0	79.80159750203688
32.0	79.29249603421209
33.0	78.77589278039468
34.0	78.27100284154821
35.0	77.74555702200483
36.0	77.2414073909866
37.0	76.71898038225385
38.0	76.20695881132886
39.0	75.68775625447013
40.0	75.17533985270342
41.0	74.64877534577516
42.0	74.13368561018433
43.0	73.60233377930025
44.0	73.0862734178902
45.0	72.56145274717953
46.0	72.0466838116476
47.0	71.52151766395042
48.0	70.99376866449703
49.0	70.46045090504688
50.0	69.93123774122212
51.0	69.38345107655154
