#Read position (bp)	Clipping profile
0.0	0.9291692699285665
1.0	0.9157222709428696
2.0	0.8997813230836895
3.0	0.88970298186481
4.0	0.8805527715636382
5.0	0.8717537957215659
6.0	0.8632937734134495
7.0	0.8548973048929499
8.0	0.8465487319805095
9.0	0.8383951187547194
10.0	0.8301223805550388
11.0	0.8219736796993062
12.0	0.8138133119646873
13.0	0.8056243910791102
14.0	0.7972739760278982
15.0	0.7888947008025994
16.0	0.7804672229461128
17.0	0.7720007531522963
18.0	0.7635410378673085
19.0	0.7550908402993068
20.0	0.7464134456161535
21.0	0.7379500460536228
22.0	0.7294608565482911
23.0	0.7209157888335571
24.0	0.7124324327676684
25.0	0.7037608715239582
26.0	0.6949622027050144
27.0	0.6861420422670697
28.0	0.6772009147164632
29.0	0.6682048300258402
30.0	0.6603732840619342
31.0	0.6526639333032044
32.0	0.6452192364813134
33.0	0.6379255950386855
34.0	0.6307799387440349
35.0	0.6241513093979187
36.0	0.6184655480796822
37.0	0.6138236653986294
38.0	0.6096515281043092
39.0	0.6058425991711033
40.0	0.6019928361617957
41.0	0.5983100937344374
42.0	0.5947295900088976
43.0	0.5913062821251923
44.0	0.5882289893074006
45.0	0.5852754268104281
46.0	0.5825033149824483
47.0	0.5798693635623311
48.0	0.5773253699188889
49.0	0.5747092258402295
50.0	0.5721842676307594
51.0	0.5696117208363589
52.0	0.5671899223980927
53.0	0.5648854067949456
54.0	0.5627383940567617
55.0	0.5606715143551381
56.0	0.5588078839646367
57.0	0.5571318447056998
58.0	0.5552949253273851
59.0	0.5536391495949348
60.0	0.5519225832830248
61.0	0.5503699673217783
62.0	0.5488066055510316
63.0	0.5474375894206781
64.0	0.5461606802288996
65.0	0.5450956169958437
66.0	0.5440440627804455
67.0	0.5432326006515995
68.0	0.5423925853717952
69.0	0.5419145503605908
70.0	0.5413708123998695
71.0	0.5407745734841606
72.0	0.5404445236209334
73.0	0.5400542972245038
74.0	0.5400558323401468
75.0	0.5400647360108757
76.0	0.5400567534095325
77.0	0.5400595166176898
78.0	0.5404571115692054
79.0	0.540822162069091
80.0	0.5413361187863397
81.0	0.5418264347226874
82.0	0.5422694690972333
83.0	0.5430717205322217
84.0	0.5438908582392823
85.0	0.5449930712708969
86.0	0.546167741760857
87.0	0.5473979834370909
88.0	0.5487476571103436
89.0	0.5502364122608446
90.0	0.5517641593486757
91.0	0.5534939276551147
92.0	0.5552141782445676
93.0	0.5568957439198191
94.0	0.558610161069829
95.0	0.5604753265759732
96.0	0.5625366798612824
97.0	0.5646664993042656
98.0	0.5669946556883138
99.0	0.5694646567577675
100.0	0.5719668952557223
101.0	0.5745068975984929
102.0	0.5770714617915504
103.0	0.5796581316498658
104.0	0.5822398891381239
105.0	0.5849948076709028
106.0	0.5878544210905289
107.0	0.5909667145449791
108.0	0.5943605482083403
109.0	0.597980964940596
110.0	0.6016452859802393
111.0	0.6054232055774582
112.0	0.609115158698674
113.0	0.613187206453076
114.0	0.6178659319095589
115.0	0.6234150679355757
116.0	0.6300501447673921
117.0	0.6371006238921819
118.0	0.6444120726762677
119.0	0.6518030404506564
120.0	0.65942703877964
121.0	0.6672060837885584
122.0	0.67624146743964
123.0	0.6851264097577158
124.0	0.6939981500812624
125.0	0.70278085369752
126.0	0.7114011420787568
127.0	0.7199339288683474
128.0	0.7284093023328928
129.0	0.7369531419551124
130.0	0.7453692599558412
131.0	0.7540171804186506
132.0	0.7625524233932699
133.0	0.7709531902375696
134.0	0.7794239583551864
135.0	0.7878244181763574
136.0	0.7962835194150881
137.0	0.8046363906513287
138.0	0.8127777229519755
139.0	0.820815281435161
140.0	0.829011570875824
141.0	0.8372542208089034
142.0	0.8454615630821954
143.0	0.8536550893147014
144.0	0.8620180923141852
145.0	0.8704117976265277
146.0	0.8788877851373302
147.0	0.8876308827700006
148.0	0.8969419731905501
149.0	0.9131257763444397
150.0	0.926896070684535
