#Position (bp)	insert size
15197.0	209.91796875
45590.0	217.62011173184356
75983.0	214.07185628742516
106376.0	222.25263157894736
136769.0	219.41666666666666
167162.0	208.20192307692307
197555.0	221.26960784313727
221485.0	209.76666666666668
236681.5	233.98425196850394
258341.0	208.52314814814815
288734.0	212.29896907216494
319127.0	216.3846153846154
349520.0	208.81443298969072
379913.0	216.44
410306.0	217.7171052631579
440699.0	211.76063829787233
471092.0	217.0334928229665
501485.0	217.1948717948718
531878.0	214.88235294117646
562271.0	217.45911949685535
592664.0	215.85271317829458
623057.0	221.76119402985074
653450.0	214.64625850340136
683843.0	218.9763779527559
714236.0	218.73728813559322
744629.0	210.02890173410404
775022.0	215.83132530120483
805415.0	211.3631284916201
835808.0	216.90243902439025
866201.0	208.16666666666666
896594.0	209.2921348314607
926987.0	212.88118811881188
957380.0	217.0648148148148
987773.0	229.6968085106383
1018166.0	213.02450980392157
1038382.5	215.6530612244898
1053579.0	210.29556650246306
1078952.0	214.73232323232324
1109345.0	212.86285714285714
1139738.0	229.6888888888889
1170131.0	215.55384615384617
1200524.0	213.0744680851064
1230917.0	215.98360655737704
1261310.0	211.94545454545454
1291703.0	216.2089552238806
1322096.0	214.82448979591837
1348657.5	210.28813559322035
1363854.0	210.84375
1382882.0	217.6920152091255
1413275.0	215.578125
1443668.0	215.47169811320754
1474061.0	221.67357512953367
1504454.0	212.70526315789473
1534847.0	213.14354066985646
1565240.0	210.9368932038835
1595633.0	209.26923076923077
1626026.0	215.36470588235295
1656419.0	216.09722222222223
1686812.0	219.1139240506329
1717205.0	216.75
1747598.0	224.59493670886076
1777991.0	218.9268292682927
1808384.0	206.92567567567568
1838777.0	221.19333333333333
1869170.0	224.53142857142856
1899563.0	210.40372670807454
1929956.0	213.5944055944056
1960349.0	221.15328467153284
1990742.0	213.01418439716312
2021135.0	211.12941176470588
2051528.0	216.40277777777777
2081921.0	211.78378378378378
2112314.0	220.18897637795277
2142707.0	214.28455284552845
2173100.0	210.10204081632654
2203493.0	211.58715596330276
2233886.0	226.89634146341464
2264279.0	212.216
2294672.0	214.55084745762713
2325065.0	215.06993006993008
2355458.0	206.1576086956522
2385851.0	214.6056338028169
2416244.0	220.53424657534248
2446637.0	215.8736842105263
2477030.0	216.42361111111111
2507423.0	213.66379310344828
2537816.0	216.0119760479042
2568209.0	213.63030303030303
2598602.0	213.12269938650306
2628995.0	218.73103448275862
2659388.0	216.21212121212122
2689781.0	221.63917525773195
2720174.0	213.2010582010582
2750567.0	216.6122448979592
2780960.0	222.69354838709677
2811353.0	211.99585062240664
2841746.0	210.42616033755274
2872139.0	207.9203187250996
2889645.5	215.83333333333334
2904842.0	221.69354838709677
2932925.0	212.99428571428572
2963318.0	221.12765957446808
2993711.0	221.23157894736843
3024104.0	215.5
3054497.0	213.5483870967742
3084890.0	214.4306220095694
3115283.0	213.22988505747125
3145676.0	215.17894736842106
3176069.0	215.3728813559322
3206462.0	214.18407960199005
3236855.0	222.46818181818182
3267248.0	222.30817610062894
3297641.0	213.7375
3322340.5	217.3470588235294
3337537.0	0.0
3358427.0	0.0
3388820.0	0.0
3410819.5	186.0
3426016.0	213.9320987654321
3449606.0	217.126213592233
3479999.0	213.2559241706161
3510392.0	213.4777777777778
3540785.0	209.47540983606558
3571178.0	213.69892473118279
3601571.0	216.7391304347826
3631964.0	210.24516129032259
3662357.0	219.55851063829786
3692750.0	212.40540540540542
3723143.0	218.93370165745856
3753536.0	212.66363636363636
3783929.0	215.02649006622516
3814322.0	215.24102564102563
3844715.0	223.6777251184834
3875108.0	213.06648936170214
3905501.0	217.81796116504853
3935894.0	212.79187817258884
3966287.0	212.61344537815125
3987990.0	209.4311377245509
4003186.5	213.3065693430657
4027073.0	216.5142857142857
4057466.0	208.41666666666666
4087859.0	218.12562814070353
4118252.0	214.00943396226415
4148645.0	212.84
4179038.0	216.05263157894737
4209431.0	219.8323353293413
4239824.0	210.145
4259839.0	209.3975903614458
4275035.5	215.93956043956044
4300610.0	222.39908256880733
4331003.0	212.4126984126984
4361396.0	211.67357512953367
4391789.0	215.0964467005076
4422182.0	220.755
4452575.0	220.9936305732484
4482968.0	219.3455497382199
4513361.0	216.63855421686748
4543754.0	220.3728813559322
4574147.0	214.7860962566845
4604540.0	212.44915254237287
4634933.0	213.0
4665326.0	221.4620253164557
4695719.0	211.84337349397592
4726112.0	214.609756097561
4756505.0	215.3013698630137
4786898.0	245.25454545454545
4817291.0	218.8995633187773
4847684.0	215.13432835820896
4878077.0	211.1283783783784
4908470.0	223.1320754716981
4938863.0	208.93865030674846
4969256.0	215.60119047619048
4999649.0	214.93684210526317
5030042.0	213.02673796791444
5060435.0	213.93055555555554
5090828.0	222.390243902439
5121221.0	213.76136363636363
5151614.0	212.81005586592178
5182007.0	214.84971098265896
5212400.0	214.48863636363637
5242793.0	213.88484848484848
5273186.0	212.97814207650273
5303579.0	219.95
5333972.0	218.52654867256638
5352383.0	211.56666666666666
5367579.5	210.70231213872833
5394758.0	220.38381201044388
5425151.0	218.80281690140845
5455544.0	217.6124031007752
5485937.0	218.12406015037595
5516330.0	212.96932515337423
5546723.0	217.7914110429448
5577116.0	213.38738738738738
5607509.0	208.9591836734694
5637902.0	213.83333333333334
5668295.0	218.1049723756906
5698688.0	216.3050847457627
5729081.0	219.75135135135136
5759474.0	216.5781990521327
5789867.0	216.2688679245283
5820260.0	212.09137055837564
5850653.0	218.06103286384976
5881046.0	214.18571428571428
5907241.5	211.0
5922438.0	213.6986301369863
5941832.0	213.59420289855072
5972225.0	216.168776371308
6002618.0	213.77173913043478
6033011.0	217.94652406417111
6063404.0	207.61748633879782
6093797.0	211.9171597633136
6124190.0	213.19607843137254
6154583.0	215.28481012658227
6184976.0	213.67701863354037
6215369.0	214.63057324840764
6245762.0	219.98666666666668
6276155.0	217.1741935483871
6306548.0	213.86428571428573
6336941.0	215.76237623762376
6367334.0	222.12921348314606
6397727.0	211.8048780487805
6428120.0	211.7810650887574
6458513.0	213.18934911242604
6488906.0	213.79754601226995
6519299.0	215.47852760736197
6549692.0	213.55080213903744
6580085.0	214.7549019607843
6610478.0	217.33644859813083
6640871.0	210.5381818181818
6660029.5	213.7375
6675226.0	210.4607329842932
6701657.0	216.32535885167465
6732050.0	219.40414507772022
6762443.0	220.46994535519124
6792836.0	212.69346733668343
6823229.0	211.9757281553398
6853622.0	212.85561497326202
6884015.0	220.28930817610063
6914408.0	216.66442953020135
6944801.0	224.02958579881656
6975194.0	216.546875
7005587.0	213.3235294117647
7035980.0	213.68361581920905
7066373.0	221.61666666666667
7096766.0	214.0520231213873
7127159.0	213.16759776536313
7157552.0	213.62051282051283
7187945.0	216.33939393939394
7218338.0	219.0056179775281
