#Position (bp)	Coverage	Std
15197.0	2.135162701937946	2.3901455414970822
45590.0	1.61191721778041	2.3202532545681565
75983.0	1.5138354226302109	2.1131578550026138
106376.0	1.6303096107656367	2.220838248998277
136769.0	1.6177080248741487	2.3998650967251303
167162.0	1.878787878787879	2.600463881231876
197555.0	1.769650906458724	2.3287530661893463
221485.0	1.7816453884467853	2.528024638022171
236681.5	2.4424415905926042	2.718723795226925
258341.0	1.9711446714704044	2.710229266610158
288734.0	1.8560852827953804	2.6130668412265434
319127.0	1.783765998749712	2.5038778203241026
349520.0	1.769058664824137	2.439684678377821
379913.0	1.6082979633468233	2.307662273590609
410306.0	1.365182772348896	1.9461881902034963
440699.0	1.7297404007501727	2.4424073911566566
471092.0	1.8153851215740466	2.4547428604854993
501485.0	1.7992629881880695	2.463045732741882
531878.0	1.4365807916296516	2.116860321599601
562271.0	1.4532622643371829	2.0265243418483383
592664.0	1.241206856842036	1.7142837558135817
623057.0	1.283321817523772	1.8992229135758614
653450.0	1.3148751357220412	2.0365172138693244
683843.0	1.2042575593064193	1.7526343150843195
714236.0	1.0325403875892476	1.554512907852412
744629.0	1.5138683249432434	2.0925985858519445
775022.0	1.46395551607278	2.0843512467346814
805415.0	1.644095679926299	2.306385842594543
835808.0	1.4196031981048267	2.0528662553776686
866201.0	1.785871746783799	2.6101250806295546
896594.0	1.5915506860132267	2.2423128608822
926987.0	1.8330207613595235	2.6173947176694803
957380.0	1.9463363274438192	2.6016655890155724
987773.0	1.8384825453229363	2.4407903042352572
1018166.0	1.7388214391471721	2.3718565063976937
1038382.5	2.2334661354581673	2.504935367473405
1053579.0	2.607969341129072	3.3274436576959143
1078952.0	1.7312868094627052	2.5020966432732257
1109345.0	1.645181456256375	2.396414534053764
1139738.0	1.614417793570888	2.4422928827344013
1170131.0	1.6386667982759189	2.3245035068060633
1200524.0	1.6164577369789097	2.4013384767211656
1230917.0	1.698549007995262	2.458272163547542
1261310.0	1.5545355838515447	2.189467584119853
1291703.0	1.8727996578159445	2.5695280216296634
1322096.0	2.1804033823577798	2.4167921743861878
1348657.5	2.200571931368236	2.529248178498541
1363854.0	2.2171473313323764	2.3578467872209914
1382882.0	2.284637910045076	2.5493774735379677
1413275.0	1.656697265817787	2.3777240264756734
1443668.0	1.9503504096337974	2.63421673720608
1474061.0	1.686177738295002	2.3455130037194247
1504454.0	1.7601421379923008	2.4632661362321513
1534847.0	1.7802454512552233	2.4290613194862405
1565240.0	1.7356957194090745	2.3701774041592714
1595633.0	1.5612476557101964	2.12950562244667
1626026.0	1.481327937353996	2.1564205771426637
1656419.0	1.287664922844076	1.8660256665546466
1686812.0	1.3909781857664594	1.9909313036024456
1717205.0	1.2205113019445266	1.869337598707353
1747598.0	1.395354193399796	2.0085773366039636
1777991.0	1.0886717336228737	1.5853522914275937
1808384.0	1.30135228506564	1.8848239825165607
1838777.0	1.3557398085085381	1.8921849538515363
1869170.0	1.4353634060474452	2.2426503232731614
1899563.0	1.5836212285723685	2.224753436182981
1929956.0	1.3020432336393248	1.9468727639584464
1960349.0	1.2577896226104694	1.8122117627464385
1990742.0	1.172276511038726	1.773962155741666
2021135.0	1.4708650018096272	2.1567638511461484
2051528.0	1.3006613364919555	1.9037650563537778
2081921.0	1.3241535879972361	1.9646465703736888
2112314.0	1.2155101503635706	1.8401382131344466
2142707.0	1.0457671174283552	1.6530387464781169
2173100.0	1.2583818642450564	1.9218177189445265
2203493.0	1.1291415786529793	1.6085208080547335
2233886.0	1.4265126838416742	2.133133442416884
2264279.0	1.0739643996972987	1.5575472206389507
2294672.0	1.0683052018556904	1.578759583176631
2325065.0	1.2593689336360345	1.8467777246690769
2355458.0	1.7139472904945217	2.462491297364579
2385851.0	1.2772677919257724	1.8346855683742587
2416244.0	1.3038857631691507	1.921552334219688
2446637.0	1.559865758562827	2.1784472033870643
2477030.0	1.2087980785049188	1.7106235746595149
2507423.0	1.096666995689797	1.578509476043545
2537816.0	1.502549929260027	2.1281919093015174
2568209.0	1.535978679301155	2.2189040142629475
2598602.0	1.3606093508373638	1.9999424201233325
2628995.0	1.2438390418846446	1.9674831716177779
2659388.0	1.7531668476293882	2.4743676589020462
2689781.0	1.6310005593393215	2.350249606792215
2720174.0	1.7045043266541637	2.3343201940327316
2750567.0	1.7080248741486526	2.3980066629698262
2780960.0	1.646267232586451	2.3143324385802764
2811353.0	2.087980785049189	2.387418353279849
2841746.0	2.0516566314611917	2.2337345336383785
2872139.0	2.2234725101174613	2.470575032860125
2889645.5	2.3372294372294373	2.6686410439856876
2904842.0	1.8868971404182673	2.6125909505315232
2932925.0	1.6381074589543645	2.332416588808741
2963318.0	1.641496397196723	2.2881247248975294
2993711.0	1.7256605139341297	2.3574692582491172
3024104.0	1.6243871944197676	2.3215858373500327
3054497.0	1.4624091073602474	2.1834030863785423
3084890.0	1.7701115388411806	2.3875699454600667
3115283.0	1.6161287138485836	2.4229446975671616
3145676.0	1.6162932254137465	2.279090883695625
3176069.0	1.6243871944197676	2.3000002145802925
3206462.0	1.8318691804033824	2.4258082742806746
3236855.0	1.946435034382917	2.7288850124149224
3267248.0	1.3334978448984964	1.9060104908373878
3297641.0	2.1014707333925573	2.20299566028817
3322340.5	2.2771756287488163	2.772229659889756
3337537.0	0.0	0.0
3358427.0	0.0	0.0
3388820.0	0.0	0.0
3410819.5	0.006173746876378068	0.1084413106697247
3426016.0	2.500268064573777	2.9074810608189128
3449606.0	1.8340078307505017	2.5100462771354692
3479999.0	1.9143223768630935	2.6045158437309324
3510392.0	1.6646925278847102	2.3519009673246565
3540785.0	1.6230381995854308	2.3446010214794923
3571178.0	1.7371105188694764	2.5683240876279463
3601571.0	1.3617938341065376	1.9811486122884938
3631964.0	1.4770177343467246	2.181186777324619
3662357.0	1.5323923271806008	2.109542473360543
3692750.0	1.5647023985786201	2.2655379330630216
3723143.0	1.5743427762971738	2.257907792576186
3753536.0	1.0387260224393775	1.4710266223044517
3783929.0	1.3889382423584378	2.0349171247020403
3814322.0	1.7910045076168855	2.5910015909361905
3844715.0	1.8441746454775771	2.6141368957905033
3875108.0	3.352581186457408	3.253222512679882
3905501.0	3.5354851446056657	3.435134837330254
3935894.0	3.636396538676669	3.7812125725839443
3966287.0	4.249695653604449	3.869681498879936
3987990.0	3.324905863367402	3.374952148651388
4003186.5	1.9794591484464903	2.773767466979626
4027073.0	1.981870825519034	2.802213450780602
4057466.0	1.7680386931201264	2.5240787585657136
4087859.0	1.7129602211035435	2.393831938404168
4118252.0	1.871746783798901	2.5497065557721528
4148645.0	1.679070838679959	2.410118887050055
4179038.0	1.704734642845392	2.3947869990534416
4209431.0	1.6140558681275294	2.377454175346271
4239824.0	1.8026848287434607	2.6157788923444425
4259839.0	2.313064231607347	2.546465564956329
4275035.5	2.2380034688764696	2.5644515281064897
4300610.0	1.9189287006876583	2.6010648045232645
4331003.0	2.382390682064949	2.618708019521824
4361396.0	1.709571282861185	2.4302868580649357
4391789.0	1.9153094462540716	2.7292527277769243
4422182.0	1.8442733524166748	2.603681945807734
4452575.0	1.4905076826900931	2.04798809961008
4482968.0	1.6970684039087949	2.439826280390712
4513361.0	1.550916329417958	2.1979567148296018
4543754.0	1.4781693153028659	2.0603454868428783
4574147.0	1.6523870628105155	2.3267388517132708
4604540.0	1.0562629552857565	1.5497220832100909
4634933.0	1.270193794623762	1.8532425491307385
4665326.0	1.4130227354983056	2.185752629936315
4695719.0	1.4778731944855723	2.106303631246831
4726112.0	1.043200737011812	1.5102279097607292
4756505.0	1.327443819300497	1.884177983605895
4786898.0	1.4827756391274307	2.2284624324745415
4817291.0	1.8913565623663344	2.6992445425069116
4847684.0	1.7998881321356892	2.490775268563811
4878077.0	1.3610041785937552	1.9812399525085254
4908470.0	1.4537887013457047	2.04362161374551
4938863.0	1.5189023788372322	2.167803396487116
4969256.0	1.5199223505412431	2.0096745575006523
4999649.0	1.707070707070707	2.4377216323483295
5030042.0	1.6272496956536044	2.2764763602608973
5060435.0	1.3297469812127793	1.9649647412552564
5090828.0	1.7680057908070936	2.3948831710999694
5121221.0	1.6024413516270193	2.420703047498405
5151614.0	1.55068601322673	2.186317047628491
5182007.0	1.5040634356595268	2.2722883134806695
5212400.0	1.6561708288092654	2.3604262081911114
5242793.0	1.5404533938735894	2.2869956479060636
5273186.0	1.6879544631987629	2.278542227028946
5303579.0	1.6394893561017339	2.304316381085958
5333972.0	1.8983647550422795	2.672514809347004
5352383.0	2.3929071395240316	3.04444190879194
5367579.5	3.801869470872976	3.677679929134454
5394758.0	3.4025927022669693	3.0465412328356694
5425151.0	3.3006613364919555	3.06007583136526
5455544.0	3.4003224426677194	3.2619390106655093
5485937.0	2.21613529431119	2.6786511371557133
5516330.0	1.5253841345046557	2.204943850294157
5546723.0	1.4440825190010858	2.025493103999295
5577116.0	2.9680518540453393	4.928612215690295
5607509.0	1.4396407067416839	1.9682857141813233
5637902.0	1.4144375349587075	1.9733692409904282
5668295.0	1.7222386733787385	2.5016495068240325
5698688.0	1.677754746158655	2.426269387527857
5729081.0	1.6462014279603856	2.4906894042452787
5759474.0	1.8280854144046326	2.489506817501584
5789867.0	1.908432862830257	2.6362830811941342
5820260.0	1.8169644325996117	2.4197922088935027
5850653.0	1.859803244168065	2.5169579169950502
5881046.0	1.854374362517685	2.490999822788479
5907241.5	2.3902627511591965	2.6060208494363706
5922438.0	1.9405598570577725	2.7699570933477458
5941832.0	1.9516994044681342	2.599059076684928
5972225.0	2.206429111966571	2.2244946102096628
6002618.0	1.6503142170894614	2.3155476526717185
6033011.0	1.6087914980423124	2.226157966381581
6063404.0	1.7430987398414108	2.5364840217728255
6093797.0	1.5954989635771395	2.2951025695935874
6124190.0	1.8186753528773072	2.5141785284432774
6154583.0	1.4538216036587372	2.2473841164109616
6184976.0	1.4978119961833316	2.095371890145057
6215369.0	1.3869641035764815	2.101596487092124
6245762.0	1.4218734577040766	2.149275701914208
6276155.0	1.2978975421972165	2.0768634113303026
6306548.0	1.2550587306287633	1.7890235891568897
6336941.0	1.643667949856875	2.4429798527586013
6367334.0	1.4802750633369526	2.1012833464425147
6397727.0	1.9358733918994506	2.653840936055039
6428120.0	1.524693185930971	2.2227782017619924
6458513.0	1.4439509097489553	2.155184338012184
6488906.0	1.4249662751291416	2.01857755567404
6519299.0	1.6073437962688777	2.282963818864201
6549692.0	1.6732800315862204	2.2972447837685555
6580085.0	1.8172934557299378	2.500906294450122
6610478.0	1.923041489816734	2.6111144363427576
6640871.0	2.2991478300924557	2.4217969602273257
6660029.5	2.5620898536092884	2.93355665862429
6675226.0	2.2189238506386575	2.3466354888235634
6701657.0	1.8061395716118842	2.4032627883241755
6732050.0	1.8365084065409798	2.6748344954767473
6762443.0	1.6792024479320897	2.325048393315115
6792836.0	1.7791267726121147	2.579171154519656
6823229.0	1.916461027210213	2.666722188741903
6853622.0	1.6946994373704471	2.409886796318924
6884015.0	1.4149968742802619	2.0465014850308503
6914408.0	1.2810186556114895	1.7261519533111167
6944801.0	1.442305794097325	1.9800937427852967
6975194.0	1.7578389760800184	2.518578354857388
7005587.0	1.333695258776692	1.8715803877376702
7035980.0	1.5922416345869115	2.3866947125070364
7066373.0	1.5261737900174381	2.2166935140493615
7096766.0	1.587766920014477	2.201232594110131
7127159.0	1.5445990853156977	2.2152087198776518
7157552.0	1.7298391076892705	2.4636200763305203
7187945.0	1.470470174053236	2.1647733236810422
7218338.0	1.5943473826209982	2.1504311874846715
7248731.0	1.8180831112427203	2.4878476066302135
7279124.0	1.7401375316684764	2.3617500553173834
7309517.0	1.867995920113184	2.7402012082686786
7327760.5	2.9053167049556943	3.3035867768814478
7342957.0	2.0541997613070495	2.228066059470596
7370303.0	1.8735235087026618	2.5873926509966263
7400696.0	1.7295429868719772	2.496738898938093
7431089.0	1.434968578291054	2.053707526727395
7461482.0	1.610173395189682	2.376575217012135
7491875.0	1.6588359161649064	2.310056351289365
7522268.0	1.6313624847826802	2.3235974386897382
7552661.0	1.7853453097752772	2.5893883557171544
7583054.0	1.9751258513473497	2.836221941966065
7613447.0	1.6338630605731583	2.5137073629097832
7643840.0	1.3545553252393643	2.0224531760400546
7674233.0	1.5759220873227389	2.3502286074524457
7704626.0	1.4043036225446648	2.044080412315196
7735019.0	1.278978712203468	1.7888672570199962
7765412.0	1.1591484881387162	1.7534976633032853
7795805.0	23.147468167012143	24.009978979167553
7826198.0	1.5614779719014247	3.2885652298057475
7856591.0	0.9425854637581021	1.7474358538452992
7886984.0	1.180798210114171	1.7662668583236851
7917377.0	1.5267331293389925	2.1691765452539773
7947770.0	1.2594676405751324	1.9131179784409742
7978163.0	1.7853453097752772	2.5368018066154567
8008556.0	1.3910768927055572	2.013403904289527
8038949.0	1.3371170993320831	1.989046436937232
8069342.0	1.4380613957161188	2.070524735715439
8099735.0	1.1581285164347053	1.701317807496422
8130128.0	1.2454512552232422	2.011695478541545
8160521.0	1.5478893166189582	2.132030312259571
8190914.0	1.7125653933471523	2.4539720342957825
8221307.0	1.48099891422367	2.133519017681571
8251700.0	1.6586055999736782	2.4024138159209056
8282093.0	1.7145724344421414	2.3000431302363844
8312486.0	2.0599480143454083	2.2517207727257427
8342879.0	1.730398447010825	2.385784681271288
8373272.0	2.309150133254368	2.459302540615883
8398726.5	2.747611620198869	3.1996127787749904
8413923.0	2.2751847727042622	2.4949072355504978
8434058.0	1.9175797058533215	2.6127709252831814
8464451.0	1.6732800315862204	2.294328301518239
8494844.0	1.6216234001250287	2.42035642544717
8525237.0	1.8917842924357582	2.644644283883977
8555630.0	1.7254960023689665	2.3546133987470865
8586023.0	1.6536702530187872	2.406149788737902
8616416.0	1.6920672523278386	2.382348251935158
8646809.0	1.395189681834633	1.9059155452797012
8677202.0	1.5817128944164776	2.3501726082957397
8707595.0	1.5162043891685586	2.205018459351383
8737988.0	1.7262198532556838	2.420125316499188
8768381.0	1.7836672918106142	2.459235646120438
8798774.0	1.9315631888921792	2.75823679789778
8829167.0	1.1999473562991478	1.7003118659672527
8859560.0	1.3815352219261015	2.0623327086333423
8889953.0	1.401539828249926	2.0563172808166996
8920346.0	1.5379199157700787	2.179753270005475
8950739.0	1.3080972592373243	1.913926126280517
8981132.0	1.424110814990294	2.045721585130614
9011525.0	1.488500641595104	2.2262614230288933
