#Mapping quality	mapping quality
0.0	166550.0
1.0	221434.0
2.0	19008.0
3.0	4994.0
4.0	6357.0
5.0	7820.0
6.0	10056.0
7.0	7856.0
8.0	4809.0
9.0	8476.0
10.0	2647.0
11.0	63956.0
12.0	7325.0
13.0	3891.0
14.0	15885.0
15.0	4734.0
16.0	5212.0
17.0	12811.0
18.0	9794.0
19.0	5145.0
20.0	3881.0
21.0	12334.0
22.0	343237.0
23.0	21590.0
24.0	206228.0
25.0	29042.0
26.0	28689.0
27.0	11722.0
28.0	248209.0
29.0	107150.0
30.0	75740.0
31.0	47709.0
32.0	72600.0
33.0	171551.0
34.0	113894.0
35.0	62853.0
36.0	393306.0
37.0	75621.0
38.0	133480.0
39.0	50131.0
40.0	128464.0
41.0	312814.0
42.0	507011.0
43.0	147742.0
44.0	3047196.0
