#Position (bp)	insert size
15197.0	220.053335701178
45590.0	221.477237654321
75983.0	222.08918965816414
106376.0	220.43759757553494
136769.0	219.3146288639496
167162.0	216.00393725392163
197555.0	224.69962615396352
221485.0	223.34493709539512
236681.5	220.28195135062492
258341.0	213.6291019325502
288734.0	214.42282958199357
319127.0	214.4224360478761
349520.0	216.44366736922782
379913.0	215.89718640093787
410306.0	216.8418761562738
440699.0	213.50314530267093
471092.0	209.48560736902706
501485.0	213.94215148188803
531878.0	217.11121145658623
562271.0	211.43111432706223
592664.0	211.31676671785564
623057.0	218.17631051274705
653450.0	215.66353798586573
683843.0	215.22677559625774
714236.0	221.51492762364293
744629.0	211.83611182354448
775022.0	210.9861203790204
805415.0	215.69134645423304
835808.0	216.21435862538277
866201.0	216.53911185432924
896594.0	220.7876608629826
926987.0	217.36002647253474
957380.0	219.08521057786484
987773.0	212.63375345420232
1018166.0	215.20048757836082
1038382.5	213.1943119266055
1053579.0	214.72134914070398
1078952.0	214.90910461260174
1109345.0	227.43696133018076
1139738.0	219.17143464851642
1170131.0	210.435871361383
1200524.0	209.61765825193453
1230917.0	210.3447019532436
1261310.0	224.00214112828152
1291703.0	221.39627560521416
1322096.0	219.03126323218066
1348657.5	209.41931302657161
1363854.0	207.7638036809816
1382882.0	216.0495022867904
1413275.0	220.03806408445467
1443668.0	212.61737445230872
1474061.0	218.0748476229175
1504454.0	216.12052057556593
1534847.0	214.65780830098538
1565240.0	216.98009800980097
1595633.0	214.99275608375777
1626026.0	211.61352767023456
1656419.0	216.81762663154115
1686812.0	212.68451706843553
1717205.0	219.16831955922865
1747598.0	218.8584918032787
1777991.0	214.1759987660034
1808384.0	208.92905646890637
1838777.0	213.41894409937888
1869170.0	211.8720520466251
1899563.0	218.9333517699115
1929956.0	209.59438528557598
1960349.0	213.65362503992336
1990742.0	212.2342177493138
2021135.0	211.47101083942525
2051528.0	214.84537062177571
2081921.0	213.15488882120013
2112314.0	223.67088928299975
2142707.0	213.5914063738703
2173100.0	216.81352671303833
2203493.0	213.39005424954792
2233886.0	215.95524816924328
2264279.0	214.7909315455187
2294672.0	214.83952811893988
2325065.0	212.6051175656985
2355458.0	211.72302892115684
2385851.0	208.7407538488763
2416244.0	214.35939602332186
2446637.0	211.76155600912475
2477030.0	211.06831842838292
2507423.0	210.66821968092617
2537816.0	214.4864156668046
2568209.0	210.27079377136346
2598602.0	217.7462050599201
2628995.0	214.3506272869838
2659388.0	216.00117302052786
2689781.0	213.60217714002968
2720174.0	210.9459420289855
2750567.0	213.82852611755376
2780960.0	216.88089378875873
2811353.0	217.05314552367784
2841746.0	212.5128182693149
2872139.0	215.93935119887166
2889645.5	238.0680981595092
2904842.0	227.04762517698546
2932925.0	216.8100789493101
2963318.0	212.92415779368127
2993711.0	215.68505338078293
3024104.0	216.51033437939617
3054497.0	217.06743834927025
3084890.0	213.90433975878776
3115283.0	214.15472779369628
3145676.0	216.71717958706662
3176069.0	218.3722515391381
3206462.0	213.6501184186555
3236855.0	213.37763146495712
3267248.0	220.94329016650065
3297641.0	219.82146813596876
3322340.5	211.08618691391845
3337537.0	224.62780269058297
3358427.0	214.4945858662614
3388820.0	205.20092188657503
