#Mapping quality	mapping quality
0.0	331176.0
1.0	107282.0
2.0	34343.0
3.0	24469.0
4.0	19960.0
5.0	19062.0
6.0	18596.0
7.0	18097.0
8.0	21227.0
9.0	27512.0
10.0	27922.0
11.0	25305.0
12.0	16793.0
13.0	14821.0
14.0	14662.0
15.0	13529.0
16.0	13653.0
17.0	14500.0
18.0	14566.0
19.0	15043.0
20.0	16390.0
21.0	18814.0
22.0	73858.0
23.0	28860.0
24.0	43876.0
25.0	35737.0
26.0	44756.0
27.0	39990.0
28.0	58432.0
29.0	81297.0
30.0	69770.0
31.0	71683.0
32.0	91033.0
33.0	131050.0
34.0	143254.0
35.0	171355.0
36.0	261104.0
37.0	322029.0
38.0	477446.0
39.0	693596.0
40.0	1168308.0
41.0	1902982.0
42.0	2819641.0
43.0	1608740.0
44.0	673150.0
