#Coverage (X)	Coverage
1.0	97.38888493601067
2.0	95.85314924893714
3.0	93.95277905389482
4.0	92.62726611310835
5.0	91.17198543567733
6.0	90.01886551115582
7.0	88.82824488231367
8.0	87.83738398245306
9.0	86.8050658442121
10.0	85.8871005885036
11.0	84.93976978894236
12.0	84.10106682470868
13.0	83.23006176223699
14.0	82.41920259798694
15.0	81.59511660053936
16.0	80.83352903507867
17.0	80.05204364032392
18.0	79.32451023496137
19.0	78.56743032161029
20.0	77.8661367159369
21.0	77.13625900245167
22.0	76.44384909071692
23.0	75.7391007151785
24.0	75.07385187509692
25.0	74.3872163644223
26.0	73.73680658347527
27.0	73.0682510350943
28.0	72.42605044539799
29.0	71.77811658285424
30.0	71.14061283504586
31.0	70.49961318915976
32.0	69.88134099360005
33.0	69.25610167881253
34.0	68.64691881825485
35.0	68.02502733997939
36.0	67.41267760704544
37.0	66.80190719747836
38.0	66.2053918264258
39.0	65.6132853997724
40.0	65.02886172324745
41.0	64.44331113369508
42.0	63.86822356144823
43.0	63.28805254211427
44.0	62.725558428589714
45.0	62.151326323166586
46.0	61.59465596455736
47.0	61.03304199478413
48.0	60.48064074465098
49.0	59.922423965245024
50.0	59.376849998416574
51.0	58.82134768104743
