#Coverage (X)	Coverage
1.0	99.17651447445753
2.0	98.85313978944822
3.0	98.18879577004559
4.0	97.81817299431073
5.0	97.22093376671502
6.0	96.86429458329101
7.0	96.34275594395211
8.0	95.98971136631624
9.0	95.510617042462
10.0	95.17264184195169
11.0	94.73218336108802
12.0	94.40712241935888
13.0	93.98220217724533
14.0	93.65494498895913
15.0	93.2469942473969
16.0	92.91303316044403
17.0	92.5085536400319
18.0	92.17602381488027
19.0	91.77397085901619
20.0	91.4458170756936
21.0	91.06238697453054
22.0	90.7300381135147
23.0	90.34787476130214
24.0	90.00430612386748
25.0	89.61651643216045
26.0	89.26193365937038
27.0	88.8703848490245
28.0	88.50629323346307
29.0	88.10749763204316
30.0	87.74473034492998
31.0	87.34437187142828
32.0	86.98123443040099
33.0	86.57541413025552
34.0	86.19283949591617
35.0	85.7751331423065
36.0	85.39259141053729
37.0	84.97801902673375
38.0	84.58798373461445
39.0	84.16535844676838
40.0	83.76120795205767
41.0	83.32164606623041
42.0	82.91293856555488
43.0	82.47496422873702
44.0	82.06323791725086
45.0	81.6263904934604
46.0	81.20311537985401
47.0	80.75794360581735
48.0	80.32406563898232
49.0	79.87699374151988
50.0	79.43072795702597
51.0	78.97191806766497
