#Coverage (X)	Coverage
1.0	99.84651773592479
2.0	99.80785721600661
3.0	99.72812606290725
4.0	99.61749939644348
5.0	99.41036949174989
6.0	99.09260469494998
7.0	98.60799919059677
8.0	97.88191349832053
9.0	96.89351206557811
10.0	95.57448093110983
11.0	93.89287992494924
12.0	91.82229650891392
13.0	89.38844404157075
14.0	86.5943742363005
15.0	83.43476510238251
16.0	80.04144078709528
17.0	76.41502643927151
18.0	72.65340720508706
19.0	68.75851611053783
20.0	64.82251325459474
21.0	60.89286882033181
22.0	57.07084869300709
23.0	53.302706524291764
24.0	49.693105389811144
25.0	46.25994428772311
26.0	43.0347274289397
27.0	39.98273437631739
28.0	37.13101104251382
29.0	34.45993104443862
30.0	31.963785786171954
31.0	29.694026661775155
32.0	27.60521522188054
33.0	25.661800239448453
34.0	23.850176501724718
35.0	22.186005632097448
36.0	20.630281633661966
37.0	19.187273614894337
38.0	17.846354045638336
39.0	16.600950637507864
40.0	15.46083545383543
41.0	14.396585371270547
42.0	13.410133415809113
43.0	12.506234008836813
44.0	11.66035828431194
45.0	10.854442731225902
46.0	10.111979784660903
47.0	9.410768435412876
48.0	8.757726448854399
49.0	8.14388787462147
50.0	7.573801493036385
51.0	7.042318051871732
