#Position (bp)	insert size
15197.0	213.79278821736924
45590.0	211.5517023959647
75983.0	212.25912137006702
106376.0	213.31373937677054
136769.0	214.43169811320755
167162.0	212.5744680851064
197555.0	219.33374083129584
221485.0	214.68058252427184
236681.5	222.30921704658078
258341.0	212.5388768898488
288734.0	210.98711755233495
319127.0	213.8122905027933
349520.0	212.8210332103321
379913.0	212.12465564738292
410306.0	213.33067729083666
440699.0	213.406875
471092.0	213.80454176804542
501485.0	212.8736413043478
531878.0	213.50573698146513
562271.0	213.49745762711865
592664.0	211.0465549348231
623057.0	217.2982616651418
653450.0	212.35837245696402
683843.0	210.0311475409836
714236.0	213.93143459915612
744629.0	211.6156862745098
775022.0	213.3015873015873
805415.0	212.16618705035972
835808.0	213.17108251324754
866201.0	211.95883940620783
896594.0	213.3212543554007
926987.0	213.36906962415281
957380.0	214.72080291970804
987773.0	212.5414118954975
1018166.0	211.50544015825915
1038382.5	216.10547396528705
1053579.0	213.80213903743316
1078952.0	210.7359068627451
1109345.0	212.85029546946816
1139738.0	225.09765051395007
1170131.0	212.8230884557721
1200524.0	214.0592718035563
1230917.0	210.36504580690627
1261310.0	213.7076239822354
1291703.0	212.2669873722189
1322096.0	217.6675378985886
1348657.5	214.03142329020332
1363854.0	213.91081593927893
1382882.0	212.8159917990774
1413275.0	213.41399607586658
1443668.0	210.31523096129837
1474061.0	211.83681214421253
1504454.0	212.94801819363224
1534847.0	212.0786369593709
1565240.0	210.91972789115647
1595633.0	214.66173361522198
1626026.0	211.89429312581063
1656419.0	209.5686578743212
1686812.0	212.0085984522786
1717205.0	211.25826630920466
1747598.0	215.05419136325148
1777991.0	211.84718498659518
1808384.0	214.28487804878048
1838777.0	212.68666666666667
1869170.0	217.69349593495934
1899563.0	212.8315488936474
1929956.0	212.65949119373778
1960349.0	213.17258883248732
1990742.0	213.1882470119522
2021135.0	213.66693483507643
2051528.0	212.82735208535402
2081921.0	210.94557823129253
2112314.0	217.3821138211382
2142707.0	212.23973256924546
2173100.0	213.518315018315
2203493.0	211.76923076923077
2233886.0	219.90641247833622
2264279.0	214.6952695269527
2294672.0	211.8720703125
2325065.0	212.74641148325358
2355458.0	213.5427135678392
2385851.0	212.22666666666666
2416244.0	213.24489795918367
2446637.0	212.9943342776204
2477030.0	209.86356340288924
2507423.0	213.1896974652494
2537816.0	211.7071547420965
2568209.0	211.35679099225896
2598602.0	213.48076923076923
2628995.0	211.98810408921932
2659388.0	214.54718262050238
2689781.0	212.22448979591837
2720174.0	214.52355623100303
2750567.0	214.7277452891488
2780960.0	214.94089993284084
2811353.0	214.16519546027743
2841746.0	210.51111111111112
2872139.0	214.87959381044487
2889645.5	214.47025495750708
2904842.0	213.79721030042919
2932925.0	209.98324356672651
2963318.0	211.36500655307995
2993711.0	212.6299651567944
3024104.0	213.33333333333334
3054497.0	212.588668138337
3084890.0	213.09964412811388
3115283.0	210.61618411284334
3145676.0	211.70827489481067
3176069.0	215.7626488095238
3206462.0	212.8407605466429
3236855.0	212.8484455958549
3267248.0	213.5364552459988
3297641.0	214.52303120356612
3322340.5	212.2886884108258
3337537.0	232.66666666666666
3358427.0	191.83333333333334
3388820.0	211.4
3410819.5	227.66666666666666
3426016.0	216.37662337662337
3449606.0	214.1949380721594
3479999.0	213.32119788608338
3510392.0	211.99757428744692
3540785.0	214.4919708029197
3571178.0	212.96409872849662
3601571.0	213.5302066772655
3631964.0	211.9427662957075
3662357.0	213.35949764521192
3692750.0	215.03980891719746
3723143.0	212.87490747594376
3753536.0	211.91953125
3783929.0	213.98054755043228
3814322.0	213.96178343949043
3844715.0	214.0436827956989
3875108.0	210.90301974448315
3905501.0	213.86550836550836
3935894.0	211.1946680080483
3966287.0	212.34733257661748
3987990.0	215.29241516966067
4003186.5	214.39933166248954
4027073.0	210.3911620294599
4057466.0	213.96043165467626
4087859.0	213.5450928381963
4118252.0	213.7310243183493
4148645.0	211.62462006079028
4179038.0	211.84141791044777
4209431.0	213.74598930481284
4239824.0	211.73662790697674
4259839.0	213.73217391304348
4275035.5	213.78874269005848
4300610.0	211.3520461699895
4331003.0	213.26536160957042
4361396.0	214.62491888384167
4391789.0	209.97475616752726
4422182.0	213.9593103448276
4452575.0	212.27266288951841
4482968.0	214.13830557566982
4513361.0	212.76580645161292
4543754.0	214.2968
4574147.0	211.66249021143304
4604540.0	210.58585858585857
4634933.0	210.89808917197453
4665326.0	213.9371474617244
4695719.0	214.51858567543064
4726112.0	212.62243150684932
4756505.0	214.1846153846154
4786898.0	221.2516129032258
4817291.0	213.32347007397445
4847684.0	213.8765893792072
4878077.0	212.44551002615518
4908470.0	214.27169149868536
4938863.0	214.59328358208955
4969256.0	213.6702619414484
4999649.0	212.74922839506172
5030042.0	209.8362676056338
5060435.0	213.95110024449878
5090828.0	214.13769597818677
5121221.0	213.3377308707124
5151614.0	212.128624535316
5182007.0	212.2972972972973
5212400.0	212.96578212290504
5242793.0	212.96332678454485
5273186.0	212.80932456664675
5303579.0	212.31202346041056
5333972.0	213.38154733301297
5352383.0	214.65631929046563
5367579.5	213.16546290216678
5394758.0	213.78428927680798
5425151.0	213.49664429530202
5455544.0	213.237125748503
5485937.0	213.81966001478196
5516330.0	212.50832177531206
5546723.0	213.16969696969696
5577116.0	212.56242197253434
5607509.0	211.97635933806146
5637902.0	211.5087440381558
5668295.0	211.4533527696793
5698688.0	212.05355832721938
5729081.0	211.28967428967428
5759474.0	213.6083866382374
5789867.0	210.15792646172392
5820260.0	211.47161572052403
5850653.0	214.4066931366988
5881046.0	216.03071017274473
5907241.5	212.64769493454753
5922438.0	216.73214285714286
5941832.0	210.18535825545172
5972225.0	214.3768197088466
6002618.0	211.01830663615561
6033011.0	210.96331435800127
6063404.0	211.75291545189503
6093797.0	210.26346153846154
6124190.0	215.2420971472629
6154583.0	212.46546310832025
6184976.0	210.9531635168447
6215369.0	210.06905158069884
6245762.0	213.30258014073496
6276155.0	213.17379679144386
6306548.0	211.79419525065964
6336941.0	213.16288832913517
6367334.0	215.03445850914204
6397727.0	213.6503144654088
6428120.0	212.4313123561013
6458513.0	214.480117820324
6488906.0	212.7804314329738
6519299.0	211.70184049079754
6549692.0	214.4910820451843
6580085.0	213.80856983861992
6610478.0	212.04955659885238
6640871.0	215.7152466367713
6660029.5	219.85579937304075
6675226.0	214.37031900138697
6701657.0	211.99683711122825
6732050.0	213.66100628930818
6762443.0	213.1474797759801
6792836.0	212.71324422843256
6823229.0	212.40631296171927
6853622.0	211.48504741064917
6884015.0	211.737987987988
6914408.0	211.9984
6944801.0	212.2770105605199
6975194.0	213.0437898089172
7005587.0	212.9879206212252
7035980.0	213.67457627118645
7066373.0	211.4036191974823
7096766.0	209.43531202435312
7127159.0	214.03159557661928
7157552.0	213.62525320729236
7187945.0	211.877769289534
7218338.0	211.51007644197358
7248731.0	212.8519313304721
7279124.0	212.8197298884322
7309517.0	215.72143579373105
7327760.5	210.04135338345864
7342957.0	212.63288718929255
7370303.0	211.61083123425692
7400696.0	218.40443896424168
7431089.0	214.28591352859135
7461482.0	212.7976011994003
7491875.0	213.49679715302491
7522268.0	215.2339986235375
7552661.0	212.13581984517944
7583054.0	214.28895612708018
7613447.0	214.03247734138972
7643840.0	213.9873511904762
7674233.0	213.01524879614766
7704626.0	210.58818342151676
7735019.0	213.86395147313692
7765412.0	213.42241379310346
7795805.0	214.77941339236304
7826198.0	212.40361821584528
7856591.0	212.8904958677686
7886984.0	214.7398444252377
7917377.0	213.3322859387274
7947770.0	211.7246998284734
7978163.0	208.53692307692307
8008556.0	214.08274647887325
8038949.0	212.7058823529412
8069342.0	213.48022598870057
8099735.0	211.99565595134666
8130128.0	214.5442902881537
8160521.0	213.0988562091503
8190914.0	210.2097100472016
8221307.0	212.80593165699548
8251700.0	213.72115384615384
8282093.0	209.6315789473684
8312486.0	211.36962590731434
8342879.0	211.18300248138956
8373272.0	213.43867924528303
8398726.5	211.71228266965787
8413923.0	214.06896551724137
8434058.0	212.40267077555214
8464451.0	212.68300248138956
8494844.0	213.3327359617682
8525237.0	213.26826417299824
8555630.0	211.62109862671662
8586023.0	213.16358024691357
8616416.0	213.10718954248367
8646809.0	211.67088607594937
8677202.0	212.82162588792423
8707595.0	211.13647058823528
8737988.0	211.25579536370904
8768381.0	213.08655332302936
8798774.0	212.63766959297686
8829167.0	213.255081300813
8859560.0	210.36964980544747
8889953.0	211.40434782608696
8920346.0	213.31378026070763
8950739.0	211.53873873873874
8981132.0	211.89609310058188
9011525.0	217.0063649222065
9041918.0	212.39690301548492
9072311.0	214.1908396946565
9102704.0	211.9670571010249
9133097.0	212.83296213808464
9163490.0	210.78313253012047
9193883.0	211.27900552486187
9224276.0	213.30261519302616
9254669.0	213.72794571252314
9285062.0	211.42208135235077
9315455.0	211.1034282393957
9332033.5	214.78228782287823
9347230.0	210.31075888568685
9376241.0	211.60936695831188
9406634.0	211.89634146341464
9437027.0	210.6624934793949
9467420.0	212.13188073394497
9497813.0	212.80550098231828
9528206.0	211.62762973352034
9558599.0	212.38419243986255
9588992.0	211.07440476190476
9619385.0	214.24069855732725
9649778.0	213.56468797564688
9680171.0	212.91860465116278
9710564.0	214.8287037037037
9740957.0	212.41764705882352
9771350.0	211.03432494279176
9801743.0	212.40689089417555
9832136.0	213.81981981981983
9862529.0	211.58609271523179
9892922.0	212.93517893315328
9923315.0	214.53173575129534
9953708.0	213.849532037437
9984101.0	212.68563092633116
1.0014494E7	213.94192799070848
1.0044887E7	213.9181818181818
1.007528E7	212.01391650099404
1.01041125E7	212.08919722497524
1.0119309E7	216.07716049382717
1.0136066E7	214.16675012518778
1.0166459E7	213.41242937853107
1.0196852E7	213.09101316542643
1.0227245E7	212.27161182375906
1.0257638E7	213.3948467966574
1.0288031E7	212.4850543478261
1.0318424E7	210.55720053835802
1.0348817E7	212.6573875802998
1.037921E7	212.7817133443163
1.0409603E7	212.9268292682927
1.0439996E7	212.56535189481826
1.0470389E7	213.15398716773603
1.0500782E7	213.79636363636362
1.0531175E7	213.0633130962706
1.0561568E7	212.16265640038498
1.0591961E7	213.55762411347519
1.0622354E7	208.41306266548986
1.0652747E7	212.50521739130434
1.068314E7	215.7395918367347
1.0713533E7	212.77426992896605
1.0743926E7	211.32624693376943
1.0774319E7	212.05116696588868
1.0804712E7	212.59838998211092
1.0835105E7	215.17950581395348
1.0865498E7	212.1733220050977
1.0895891E7	213.43760539629005
1.0926284E7	211.2312874251497
1.0956677E7	209.7989417989418
1.098707E7	211.10503903477644
1.1017463E7	214.23328267477203
1.1047856E7	213.12994722955145
1.1078249E7	210.62231503579952
1.1108642E7	215.45892351274787
1.1139035E7	212.90609821910417
1.1169428E7	212.02614758861128
1.1196832E7	212.7512719050311
1.12120285E7	211.57013574660633
1.1230214E7	211.0910478128179
1.1260607E7	214.2487987186332
1.1291E7	212.4294996751137
1.1321393E7	213.4784358826912
1.1351786E7	212.866927592955
1.1382179E7	211.29265091863516
1.1412572E7	215.18175074183975
1.1442965E7	213.3455782312925
1.1473358E7	212.50522388059701
1.1503751E7	212.97898832684825
1.1534144E7	213.1862182116489
1.1564537E7	214.31152647975077
1.159493E7	212.91373801916933
1.1625323E7	213.60819234194122
1.1655716E7	215.68322475570034
1.1686109E7	213.93429342934294
1.1716502E7	210.96952380952382
1.1746895E7	212.15177713736793
1.1777288E7	213.2389705882353
1.1807681E7	214.50632911392404
1.1838074E7	213.86978723404255
1.1868467E7	213.85871404399325
1.189886E7	211.84765625
1.1929253E7	213.7253469685902
1.1959646E7	210.69369973190348
1.1990039E7	210.95519044062735
1.2020432E7	212.5326876513317
1.2050825E7	212.18423855165068
1.2081218E7	212.48858981860738
1.2111611E7	213.37045084193375
1.21419565E7	214.35894988066826
