#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	6.171810871027668E-6
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	6.171810871027668E-6
28.0	1.2343621742055337E-5
29.0	0.0
30.0	2.4687243484110674E-5
31.0	1.2343621742055337E-5
32.0	1.1109259567849804E-4
33.0	1.974979478728854E-4
34.0	6.912428175550988E-4
35.0	0.0020181821548260477
36.0	0.004986823183790356
37.0	0.010738950915588142
38.0	0.02078048720275016
39.0	0.034148629549396084
40.0	0.051886413992729606
41.0	0.06987107087090423
42.0	0.08520802088540799
43.0	0.09690360248600542
44.0	0.10018700586939215
45.0	0.09807007474062965
46.0	0.08897282551673485
47.0	0.07792528405759534
48.0	0.06562486499163721
49.0	0.052435705160251075
50.0	0.04015380152690601
51.0	0.033013016349127
52.0	0.020206508791744585
53.0	0.015336950014503756
54.0	0.010541452967715258
55.0	0.0067766483363883795
56.0	0.004776981614175416
57.0	0.0029254383528671147
58.0	0.0017774815308559682
59.0	0.0010060051719775098
60.0	7.529609262653755E-4
61.0	5.492911675214625E-4
62.0	4.320267609719368E-4
63.0	2.4687243484110673E-4
64.0	1.6663889351774705E-4
65.0	8.640535219438735E-5
66.0	8.023354132335969E-5
67.0	1.2343621742055337E-5
68.0	1.8515432613083006E-5
69.0	2.4687243484110674E-5
70.0	3.703086522616601E-5
71.0	3.703086522616601E-5
72.0	1.2343621742055337E-5
73.0	1.2343621742055337E-5
74.0	2.4687243484110674E-5
75.0	6.171810871027668E-6
76.0	1.2343621742055337E-5
77.0	0.0
78.0	6.171810871027668E-6
79.0	2.4687243484110674E-5
80.0	1.8515432613083006E-5
81.0	6.171810871027668E-6
82.0	6.171810871027668E-6
83.0	1.2343621742055337E-5
84.0	1.2343621742055337E-5
85.0	6.171810871027668E-6
86.0	0.0
87.0	6.171810871027668E-6
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	6.171810871027668E-6
94.0	6.171810871027668E-6
95.0	6.171810871027668E-6
96.0	0.0
97.0	6.171810871027668E-6
98.0	0.0
99.0	0.0
100.0	3.085905435513834E-5
