#Position (bp)	Coverage	Std
15197.0	16.254828414437537	16.631691660972905
45590.0	14.397690257625111	10.38570791828396
75983.0	12.678215378541111	9.80404359867617
106376.0	12.993255025828315	10.487301036914008
136769.0	11.770670878162734	9.485292971017135
167162.0	18.008422992136346	11.422590338122665
197555.0	13.781133813707104	12.830100914946499
221485.0	15.420449991412378	11.466240295493455
236681.5	18.299860745783693	15.141840592577335
258341.0	16.572006712071857	11.976586355679053
288734.0	16.902707860362582	12.013430337432585
319127.0	16.258283157305957	11.76921245706945
349520.0	14.373507057546146	9.625869067885686
379913.0	12.875464745171586	10.270219693955097
410306.0	13.163294179580825	9.242687349307095
440699.0	13.909025104464844	12.278213055753012
471092.0	10.696147139143882	9.629549672458763
501485.0	13.214786299476852	10.229241594960383
531878.0	10.431349323857468	8.10101801889453
562271.0	10.405422301187773	8.447228776580074
592664.0	10.420754779060967	8.140246515432885
623057.0	9.62415687822854	7.983509226542911
653450.0	11.236106998321983	8.631813779681627
683843.0	11.238936597242786	8.304823405554952
714236.0	8.742144572763465	8.60121599882488
744629.0	11.470503076366269	8.993898208308241
775022.0	10.571118349619978	7.945720342005768
805415.0	12.60217813312276	9.669040447279395
835808.0	12.215773368867831	9.29072157158768
866201.0	13.764287829434409	10.315456690222927
896594.0	13.306715362089955	9.397072498363478
926987.0	14.340933767643865	9.939967205541862
957380.0	14.923041489816734	12.020903551696543
987773.0	16.295824696476163	11.940090253955187
1018166.0	18.41256210311585	12.975711855139194
1038382.5	18.671713147410358	14.161578259670806
1053579.0	18.760821500515895	15.641432154466386
1078952.0	15.105188694765243	10.942667867627087
1109345.0	14.406508077517849	10.271738117517309
1139738.0	11.846247491198632	10.982747153498215
1170131.0	11.394235514756687	9.348516564234414
1200524.0	10.575099529496924	9.811132251662851
1230917.0	12.776823610699832	10.669780107752485
1261310.0	12.52847695192972	10.162639515928317
1291703.0	15.11930378705623	10.871138563658041
1322096.0	16.538084427335242	12.958111141632427
1348657.5	17.442234931808184	13.895225752903515
1363854.0	16.977423985384313	12.221032992205732
1382882.0	16.977823841016022	12.866798462769925
1413275.0	13.728161089724608	11.174850082770167
1443668.0	14.664100286250124	11.297617723329349
1474061.0	14.990853156976936	11.077205036666115
1504454.0	14.030105616424835	10.44334723468261
1534847.0	14.200506695620701	10.625469500795177
1565240.0	13.602803277070379	10.104784475625976
1595633.0	12.513967031882341	9.381794251093705
1626026.0	13.664857039449874	10.192974033097046
1656419.0	11.841048925739479	9.537610387861172
1686812.0	10.218109433093147	8.217270934134692
1717205.0	10.00088836245188	8.060014910530699
1747598.0	10.630638633895963	9.992101971044757
1777991.0	9.696838087717566	8.636116172790247
1808384.0	8.95808245319646	8.710712807755094
1838777.0	9.478761556937453	8.23231037417
1869170.0	10.247622807883394	9.90446086436079
1899563.0	12.54058500312572	10.614571792594562
1929956.0	8.898562168920476	8.385096366877844
