#Coverage (X)	Coverage
1.0	94.86189351823481
2.0	92.81501640398763
3.0	90.00314630826993
4.0	88.41809789419439
5.0	86.38466147985068
6.0	85.07091120789036
7.0	83.4889638610508
8.0	82.34842916960905
9.0	80.99601015208802
10.0	80.0151022796957
11.0	78.84006101781632
12.0	77.93028850207348
13.0	76.84400192315522
14.0	75.98502275007084
15.0	74.98267885323027
16.0	74.171079381152
17.0	73.25524456686028
18.0	72.48045484512966
19.0	71.6221501747332
20.0	70.8913594149265
21.0	70.08405372825192
22.0	69.36813493014989
23.0	68.56962245534606
24.0	67.86571309534631
25.0	67.10604210459644
26.0	66.44915874297376
27.0	65.72922583131428
28.0	65.09121209366867
29.0	64.38406183050981
30.0	63.75674965380327
31.0	63.0969050608677
32.0	62.49005005714765
33.0	61.85121375524847
34.0	61.253497440385686
35.0	60.62874343850777
36.0	60.0534666764826
37.0	59.45356234070529
38.0	58.890944842542694
39.0	58.307730335470495
40.0	57.75305058235493
41.0	57.17850590251545
42.0	56.643115281146294
43.0	56.07983973158083
44.0	55.54377460752375
45.0	54.9871207001996
46.0	54.47069018487543
47.0	53.92679424912428
48.0	53.41529089367905
49.0	52.88067348270826
50.0	52.37827591355014
51.0	51.85561036118385
