#Coverage	Number of genomic locations
0.0	42519.0
1.0	57332.0
2.0	130617.0
3.0	211754.0
4.0	331496.0
5.0	431177.0
6.0	552173.0
7.0	638562.0
8.0	718743.0
9.0	756500.0
10.0	776012.0
11.0	770602.0
12.0	748701.0
13.0	712233.0
14.0	659196.0
15.0	603893.0
16.0	543378.0
17.0	487509.0
18.0	430596.0
19.0	378424.0
20.0	328711.0
21.0	284704.0
22.0	246171.0
23.0	211071.0
24.0	177667.0
25.0	149180.0
26.0	125463.0
27.0	107962.0
28.0	87683.0
29.0	72045.0
30.0	59592.0
31.0	49567.0
32.0	40371.0
33.0	33020.0
34.0	27520.0
35.0	21532.0
36.0	18020.0
37.0	14944.0
38.0	11449.0
39.0	9344.0
40.0	7758.0
41.0	6498.0
42.0	5484.0
43.0	4484.0
44.0	4131.0
45.0	3483.0
46.0	3257.0
47.0	2624.0
48.0	2363.0
49.0	1908.0
50.0	1759.0
51.0	1460.0
52.0	1356.0
53.0	1230.0
54.0	1051.0
55.0	1137.0
56.0	1022.0
57.0	866.0
58.0	863.0
59.0	759.0
60.0	757.0
61.0	742.0
62.0	638.0
63.0	641.0
64.0	643.0
65.0	718.0
66.0	593.0
67.0	648.0
68.0	515.0
69.0	543.0
70.0	582.0
71.0	460.0
72.0	428.0
73.0	457.0
74.0	486.0
75.0	449.0
76.0	390.0
77.0	421.0
78.0	436.0
79.0	332.0
80.0	316.0
81.0	357.0
82.0	318.0
83.0	336.0
84.0	262.0
85.0	279.0
86.0	221.0
87.0	274.0
88.0	244.0
89.0	319.0
90.0	265.0
91.0	268.0
92.0	239.0
93.0	231.0
94.0	282.0
95.0	261.0
96.0	225.0
97.0	193.0
98.0	168.0
99.0	221.0
100.0	261.0
101.0	231.0
102.0	215.0
103.0	220.0
104.0	208.0
105.0	208.0
106.0	209.0
107.0	193.0
108.0	202.0
109.0	211.0
110.0	172.0
111.0	149.0
112.0	211.0
113.0	182.0
114.0	172.0
115.0	120.0
116.0	170.0
117.0	161.0
118.0	134.0
119.0	214.0
120.0	145.0
121.0	155.0
122.0	168.0
123.0	130.0
124.0	189.0
125.0	110.0
126.0	133.0
127.0	138.0
128.0	157.0
129.0	117.0
130.0	125.0
131.0	157.0
132.0	113.0
133.0	133.0
134.0	147.0
135.0	148.0
136.0	134.0
137.0	180.0
138.0	106.0
139.0	119.0
140.0	97.0
141.0	113.0
142.0	100.0
143.0	97.0
144.0	98.0
145.0	78.0
146.0	72.0
147.0	62.0
148.0	73.0
149.0	69.0
150.0	66.0
151.0	42.0
152.0	68.0
153.0	28.0
154.0	73.0
155.0	57.0
156.0	51.0
157.0	87.0
158.0	61.0
159.0	57.0
160.0	89.0
161.0	62.0
162.0	63.0
163.0	43.0
164.0	59.0
165.0	66.0
166.0	50.0
167.0	74.0
168.0	71.0
169.0	60.0
170.0	65.0
171.0	66.0
172.0	68.0
173.0	70.0
174.0	68.0
175.0	64.0
176.0	51.0
177.0	80.0
178.0	65.0
179.0	61.0
180.0	64.0
181.0	63.0
182.0	70.0
183.0	65.0
184.0	60.0
185.0	34.0
186.0	62.0
187.0	45.0
188.0	67.0
189.0	54.0
190.0	47.0
191.0	51.0
192.0	37.0
193.0	48.0
194.0	34.0
195.0	32.0
196.0	33.0
197.0	20.0
198.0	32.0
199.0	43.0
200.0	39.0
201.0	36.0
202.0	32.0
203.0	35.0
204.0	21.0
205.0	43.0
206.0	32.0
207.0	18.0
208.0	37.0
209.0	39.0
210.0	32.0
211.0	37.0
212.0	54.0
213.0	48.0
214.0	34.0
215.0	25.0
216.0	26.0
217.0	22.0
218.0	33.0
219.0	31.0
220.0	22.0
221.0	21.0
222.0	30.0
223.0	34.0
224.0	41.0
225.0	34.0
226.0	33.0
227.0	29.0
228.0	47.0
229.0	28.0
230.0	30.0
231.0	33.0
232.0	36.0
233.0	44.0
234.0	39.0
235.0	44.0
236.0	34.0
237.0	43.0
238.0	33.0
239.0	31.0
240.0	27.0
241.0	24.0
242.0	29.0
243.0	40.0
244.0	27.0
245.0	33.0
246.0	50.0
247.0	44.0
248.0	49.0
249.0	40.0
250.0	33.0
251.0	28.0
252.0	37.0
253.0	45.0
254.0	37.0
255.0	57.0
256.0	47.0
257.0	36.0
258.0	47.0
259.0	51.0
260.0	45.0
261.0	38.0
262.0	40.0
263.0	40.0
264.0	45.0
265.0	47.0
266.0	34.0
267.0	50.0
268.0	56.0
269.0	47.0
270.0	60.0
271.0	42.0
272.0	50.0
273.0	53.0
274.0	47.0
275.0	57.0
276.0	60.0
277.0	70.0
278.0	77.0
279.0	65.0
280.0	83.0
281.0	71.0
282.0	52.0
283.0	44.0
284.0	38.0
285.0	51.0
286.0	41.0
287.0	60.0
288.0	75.0
289.0	57.0
290.0	52.0
291.0	53.0
292.0	81.0
293.0	63.0
294.0	60.0
295.0	74.0
296.0	74.0
297.0	68.0
298.0	73.0
299.0	73.0
300.0	70.0
301.0	60.0
302.0	56.0
303.0	63.0
304.0	54.0
305.0	60.0
306.0	68.0
307.0	60.0
308.0	77.0
309.0	76.0
310.0	60.0
311.0	54.0
312.0	61.0
313.0	90.0
314.0	65.0
315.0	57.0
316.0	50.0
317.0	45.0
318.0	66.0
319.0	47.0
320.0	59.0
321.0	47.0
322.0	49.0
323.0	51.0
324.0	44.0
325.0	54.0
326.0	76.0
327.0	51.0
328.0	55.0
329.0	57.0
330.0	52.0
331.0	57.0
332.0	55.0
333.0	40.0
334.0	58.0
335.0	54.0
336.0	68.0
337.0	63.0
338.0	63.0
339.0	64.0
340.0	64.0
341.0	62.0
342.0	73.0
343.0	72.0
344.0	65.0
345.0	72.0
346.0	71.0
347.0	73.0
348.0	70.0
349.0	68.0
350.0	78.0
351.0	82.0
352.0	97.0
353.0	71.0
354.0	71.0
355.0	87.0
356.0	95.0
357.0	92.0
358.0	87.0
359.0	76.0
360.0	92.0
361.0	81.0
362.0	68.0
363.0	99.0
364.0	83.0
365.0	94.0
366.0	77.0
367.0	90.0
368.0	81.0
369.0	106.0
370.0	84.0
371.0	91.0
372.0	117.0
373.0	94.0
374.0	96.0
375.0	91.0
376.0	118.0
377.0	94.0
378.0	88.0
379.0	103.0
380.0	102.0
381.0	110.0
382.0	92.0
383.0	82.0
384.0	79.0
385.0	100.0
386.0	101.0
387.0	81.0
388.0	84.0
389.0	87.0
390.0	89.0
391.0	92.0
392.0	89.0
393.0	89.0
394.0	74.0
395.0	74.0
396.0	77.0
397.0	77.0
398.0	63.0
399.0	68.0
400.0	70.0
401.0	65.0
402.0	68.0
403.0	73.0
404.0	69.0
405.0	69.0
406.0	58.0
407.0	69.0
408.0	61.0
409.0	73.0
410.0	87.0
411.0	78.0
412.0	91.0
413.0	84.0
414.0	93.0
415.0	83.0
416.0	75.0
417.0	81.0
418.0	102.0
419.0	87.0
420.0	83.0
421.0	71.0
422.0	88.0
423.0	68.0
424.0	70.0
425.0	74.0
426.0	63.0
427.0	62.0
428.0	66.0
429.0	74.0
430.0	87.0
431.0	79.0
432.0	76.0
433.0	76.0
434.0	67.0
435.0	79.0
436.0	73.0
437.0	68.0
438.0	93.0
439.0	82.0
440.0	68.0
441.0	65.0
442.0	75.0
443.0	68.0
444.0	71.0
445.0	49.0
446.0	54.0
447.0	58.0
448.0	67.0
449.0	49.0
450.0	60.0
451.0	58.0
452.0	45.0
453.0	40.0
454.0	50.0
455.0	62.0
456.0	65.0
457.0	57.0
458.0	34.0
459.0	66.0
460.0	40.0
461.0	61.0
462.0	48.0
463.0	25.0
464.0	48.0
465.0	43.0
466.0	44.0
467.0	41.0
468.0	40.0
469.0	39.0
470.0	32.0
471.0	41.0
472.0	50.0
473.0	42.0
474.0	37.0
475.0	38.0
476.0	40.0
477.0	48.0
478.0	38.0
479.0	40.0
480.0	31.0
481.0	46.0
482.0	40.0
483.0	32.0
484.0	44.0
485.0	35.0
486.0	29.0
487.0	43.0
488.0	43.0
489.0	44.0
490.0	46.0
491.0	37.0
492.0	63.0
493.0	25.0
494.0	32.0
495.0	34.0
496.0	25.0
497.0	36.0
498.0	28.0
499.0	35.0
500.0	34.0
501.0	27.0
502.0	36.0
503.0	23.0
504.0	32.0
505.0	28.0
506.0	23.0
507.0	25.0
508.0	25.0
509.0	20.0
510.0	17.0
511.0	25.0
512.0	24.0
513.0	32.0
514.0	17.0
515.0	21.0
516.0	32.0
517.0	20.0
518.0	23.0
519.0	19.0
520.0	11.0
521.0	16.0
522.0	18.0
523.0	20.0
524.0	23.0
525.0	21.0
526.0	25.0
527.0	11.0
528.0	22.0
529.0	15.0
530.0	24.0
531.0	16.0
532.0	17.0
533.0	18.0
534.0	18.0
535.0	18.0
536.0	22.0
537.0	14.0
538.0	14.0
539.0	15.0
540.0	13.0
541.0	9.0
542.0	14.0
543.0	10.0
544.0	19.0
545.0	9.0
546.0	18.0
547.0	15.0
548.0	17.0
549.0	12.0
550.0	6.0
551.0	10.0
553.0	6.0
554.0	3.0
555.0	3.0
556.0	3.0
557.0	5.0
558.0	5.0
559.0	4.0
560.0	4.0
561.0	3.0
562.0	6.0
563.0	5.0
564.0	5.0
565.0	3.0
566.0	2.0
567.0	3.0
568.0	2.0
569.0	1.0
570.0	1.0
571.0	9.0
572.0	4.0
573.0	1.0
574.0	7.0
575.0	2.0
576.0	3.0
577.0	7.0
578.0	7.0
579.0	5.0
580.0	1.0
581.0	7.0
582.0	1.0
583.0	6.0
584.0	8.0
586.0	2.0
587.0	2.0
588.0	1.0
589.0	1.0
590.0	6.0
591.0	8.0
592.0	2.0
593.0	4.0
594.0	7.0
595.0	5.0
596.0	2.0
597.0	1.0
598.0	6.0
599.0	2.0
600.0	1.0
601.0	2.0
602.0	3.0
603.0	5.0
604.0	3.0
605.0	7.0
606.0	7.0
607.0	5.0
608.0	6.0
609.0	8.0
610.0	1.0
611.0	5.0
612.0	3.0
613.0	7.0
614.0	7.0
615.0	4.0
616.0	7.0
617.0	3.0
618.0	1.0
619.0	11.0
620.0	12.0
621.0	9.0
622.0	4.0
623.0	11.0
624.0	3.0
625.0	7.0
626.0	6.0
627.0	4.0
628.0	6.0
629.0	6.0
630.0	3.0
631.0	8.0
632.0	2.0
633.0	7.0
634.0	7.0
635.0	7.0
636.0	4.0
637.0	10.0
638.0	4.0
639.0	6.0
640.0	4.0
641.0	2.0
642.0	6.0
643.0	8.0
644.0	7.0
645.0	4.0
646.0	4.0
647.0	4.0
648.0	2.0
649.0	5.0
650.0	3.0
651.0	1.0
652.0	3.0
653.0	4.0
654.0	2.0
655.0	2.0
656.0	1.0
657.0	4.0
658.0	4.0
659.0	3.0
660.0	5.0
661.0	5.0
662.0	3.0
663.0	4.0
664.0	3.0
665.0	5.0
666.0	3.0
667.0	2.0
668.0	6.0
669.0	6.0
670.0	3.0
671.0	5.0
672.0	5.0
673.0	5.0
674.0	7.0
675.0	4.0
676.0	4.0
677.0	7.0
678.0	6.0
679.0	5.0
680.0	4.0
681.0	3.0
682.0	8.0
683.0	7.0
684.0	6.0
685.0	6.0
686.0	3.0
687.0	4.0
688.0	5.0
689.0	3.0
690.0	5.0
691.0	4.0
692.0	5.0
693.0	7.0
694.0	1.0
695.0	3.0
696.0	2.0
697.0	6.0
698.0	4.0
699.0	3.0
700.0	3.0
701.0	1.0
702.0	5.0
703.0	3.0
704.0	5.0
705.0	2.0
706.0	1.0
708.0	1.0
709.0	3.0
711.0	4.0
712.0	4.0
713.0	4.0
714.0	1.0
716.0	2.0
717.0	3.0
718.0	3.0
719.0	1.0
720.0	6.0
721.0	3.0
722.0	1.0
728.0	1.0
730.0	1.0
739.0	1.0
740.0	1.0
741.0	1.0
742.0	1.0
743.0	1.0
748.0	2.0
749.0	1.0
750.0	2.0
752.0	1.0
754.0	1.0
756.0	1.0
758.0	1.0
759.0	2.0
761.0	2.0
763.0	4.0
764.0	2.0
765.0	2.0
766.0	2.0
767.0	1.0
769.0	2.0
772.0	1.0
777.0	1.0
778.0	1.0
779.0	1.0
780.0	1.0
781.0	2.0
782.0	1.0
790.0	1.0
791.0	1.0
792.0	2.0
794.0	1.0
796.0	1.0
797.0	1.0
798.0	1.0
800.0	3.0
802.0	1.0
803.0	2.0
805.0	1.0
807.0	2.0
808.0	2.0
809.0	1.0
810.0	1.0
812.0	2.0
826.0	1.0
828.0	1.0
829.0	1.0
831.0	1.0
832.0	1.0
833.0	1.0
834.0	1.0
835.0	1.0
836.0	1.0
838.0	3.0
839.0	4.0
842.0	1.0
843.0	1.0
844.0	1.0
848.0	3.0
849.0	5.0
850.0	1.0
851.0	1.0
855.0	3.0
856.0	2.0
857.0	3.0
858.0	2.0
859.0	2.0
860.0	3.0
861.0	2.0
862.0	2.0
864.0	1.0
865.0	1.0
866.0	1.0
868.0	2.0
869.0	1.0
870.0	3.0
871.0	3.0
872.0	1.0
874.0	2.0
875.0	1.0
876.0	2.0
877.0	1.0
878.0	1.0
879.0	1.0
880.0	3.0
881.0	1.0
883.0	2.0
885.0	2.0
888.0	1.0
890.0	2.0
891.0	1.0
893.0	3.0
896.0	2.0
897.0	3.0
898.0	1.0
899.0	1.0
900.0	3.0
901.0	2.0
903.0	1.0
905.0	1.0
907.0	1.0
908.0	6.0
909.0	1.0
912.0	2.0
913.0	2.0
914.0	1.0
915.0	3.0
916.0	1.0
917.0	4.0
918.0	1.0
919.0	2.0
921.0	1.0
922.0	1.0
926.0	3.0
928.0	1.0
930.0	1.0
933.0	1.0
934.0	1.0
935.0	2.0
936.0	1.0
937.0	2.0
938.0	2.0
939.0	2.0
940.0	4.0
942.0	1.0
943.0	2.0
944.0	2.0
945.0	2.0
947.0	1.0
949.0	1.0
950.0	4.0
951.0	1.0
952.0	1.0
953.0	1.0
956.0	1.0
957.0	2.0
958.0	1.0
959.0	1.0
960.0	4.0
961.0	6.0
963.0	1.0
964.0	1.0
968.0	2.0
971.0	2.0
972.0	2.0
973.0	7.0
974.0	3.0
976.0	1.0
978.0	2.0
979.0	2.0
980.0	1.0
982.0	1.0
983.0	1.0
984.0	2.0
985.0	1.0
989.0	3.0
990.0	3.0
991.0	1.0
994.0	1.0
998.0	1.0
1001.0	1.0
1002.0	1.0
1004.0	1.0
1006.0	2.0
1012.0	1.0
1014.0	2.0
1016.0	4.0
1017.0	2.0
1020.0	1.0
1026.0	1.0
1037.0	1.0
1056.0	2.0
1065.0	1.0
1066.0	2.0
1068.0	1.0
1072.0	3.0
1079.0	1.0
1080.0	1.0
1081.0	1.0
1082.0	2.0
1084.0	1.0
1085.0	1.0
1086.0	1.0
1087.0	1.0
1088.0	1.0
1094.0	1.0
1097.0	2.0
1108.0	1.0
