#Position (bp)	insert size
15197.0	228.9777979157227
45590.0	235.8563411896745
75983.0	238.1935914552737
106376.0	239.38048780487804
136769.0	234.07677293428756
167162.0	235.67330270546196
197555.0	239.05281514698555
221485.0	229.60232945091514
236681.5	244.5771689497717
258341.0	237.96428571428572
288734.0	236.5179897201599
319127.0	236.98205659075225
349520.0	233.79970104633782
379913.0	239.12267343485618
410306.0	238.01154163231658
440699.0	236.7191304347826
471092.0	228.93302325581396
501485.0	236.43488943488944
531878.0	238.20062047569803
562271.0	233.47536231884058
592664.0	236.47603833865816
623057.0	233.97451580020387
653450.0	236.18623481781376
683843.0	234.95738354806738
714236.0	244.10532407407408
744629.0	239.13632030505244
775022.0	232.97148114075438
805415.0	234.41255605381167
835808.0	236.43292181069958
866201.0	231.88888888888889
896594.0	237.33109118086696
926987.0	237.11408934707904
957380.0	235.33621683967704
987773.0	236.56839378238342
1018166.0	230.9341164453524
1038382.5	229.4044213263979
1053579.0	229.01142204454598
1078952.0	237.13833992094862
1109345.0	239.5407911001236
1139738.0	236.45205479452054
1170131.0	230.09937456567062
1200524.0	234.86346300533944
1230917.0	235.75257731958763
1261310.0	234.7452711223203
1291703.0	239.8793490460157
1322096.0	235.845288326301
1348657.5	228.46394633873672
1363854.0	235.9329268292683
1382882.0	235.46218097447795
1413275.0	237.80886586067933
1443668.0	233.67971101745937
1474061.0	235.95375335120644
1504454.0	234.49826268241836
1534847.0	239.15525477707007
1565240.0	231.19259882253996
1595633.0	235.16532618409295
1626026.0	233.87811158798283
1656419.0	239.06232023010546
1686812.0	242.7642706131078
1717205.0	236.65571913929784
1747598.0	240.06334371754932
1777991.0	237.07217573221757
1808384.0	230.78797145769622
1838777.0	234.5774358974359
1869170.0	230.80397727272728
1899563.0	239.12947189097105
1929956.0	235.3978021978022
1960349.0	230.57900807381776
1990742.0	233.11914460285132
2021135.0	230.72752548656163
2051528.0	233.06519337016576
2081921.0	233.16255605381167
2112314.0	240.9625850340136
2142707.0	236.20561797752808
2173100.0	233.70471204188482
2203493.0	234.09944134078214
2233886.0	243.9539666993144
2264279.0	237.13220338983052
2294672.0	236.60747663551402
2325065.0	232.17477876106196
2355458.0	230.16093880972338
2385851.0	234.34533183352082
2416244.0	241.38063063063063
2446637.0	234.05579773321708
2477030.0	230.3426103646833
2507423.0	233.68595041322314
2537816.0	236.61993769470405
2568209.0	237.2353440951572
2598602.0	230.4705314009662
2628995.0	234.4553752535497
2659388.0	239.14477211796248
2689781.0	234.32847341337907
2720174.0	232.51109350237718
2750567.0	236.84626334519572
2780960.0	237.9126637554585
2811353.0	237.04823151125402
2841746.0	232.46651270207852
2872139.0	233.4396853146853
2889645.5	242.6644880174292
2904842.0	236.52025931928688
2932925.0	233.4529689963216
2963318.0	238.18143459915612
2993711.0	236.88843258042436
3024104.0	239.82698412698412
3054497.0	234.83124018838305
3084890.0	233.45328185328185
3115283.0	234.15591397849462
3145676.0	240.99765258215962
3176069.0	233.7069096431283
3206462.0	235.68602425015953
3236855.0	235.99555837563452
3267248.0	237.70848056537102
3297641.0	237.57528200098088
3322340.5	235.18239886444286
3337537.0	206.00262605042016
3358427.0	207.66556169429097
3388820.0	205.7459785522788
3410819.5	209.17583497053045
3426016.0	232.3768115942029
3449606.0	232.72681451612902
3479999.0	234.5005688282139
3510392.0	236.8811630847029
3540785.0	231.13275613275613
