#Position (bp)	mapping quality
15197.0	29.017926992354997
45590.0	43.48384565004412
75983.0	43.499730276676885
106376.0	43.42129377151452
136769.0	41.756415909692215
167162.0	34.808227004895805
197555.0	31.75547755007869
221485.0	9.637226205585241
236681.5	19.48159953304988
258341.0	36.786049394359935
288734.0	43.24711094105901
319127.0	42.898286601841214
349520.0	43.522033826429286
379913.0	43.48740152612428
410306.0	42.63045409437224
440699.0	36.09577408001613
471092.0	40.36898237708513
501485.0	33.785868023845474
531878.0	42.27194987560333
562271.0	43.03246378484446
592664.0	43.29311343474682
623057.0	43.555220114029346
653450.0	42.28265849138167
683843.0	42.99126491871065
714236.0	41.82550983602009
744629.0	43.236159678858165
775022.0	43.294477525234186
805415.0	43.51113271796265
835808.0	42.87147157424764
866201.0	43.06056003220147
896594.0	42.53567822818621
926987.0	43.352914196567866
957380.0	43.44275652222911
987773.0	43.310984987384586
1018166.0	43.00938289601555
1038382.5	16.62965291185847
1053579.0	25.169444946781027
1078952.0	43.35028455623109
1109345.0	43.435958468551874
1139738.0	36.29598675135599
1170131.0	43.0219289061541
1200524.0	42.32823740297069
1230917.0	38.88811293528275
1261310.0	43.43663295086555
1291703.0	43.46723982508497
1322096.0	42.188885838525756
1348657.5	36.209385724878764
1363854.0	8.020804609891469
1382882.0	29.653824702306256
1413275.0	42.247487553858235
1443668.0	43.40291768550154
1474061.0	42.07451339758063
1504454.0	42.231223011397155
1534847.0	43.270640819984486
1565240.0	42.48236496781616
1595633.0	41.936837081280956
1626026.0	43.449520546215304
1656419.0	43.28442070259291
1686812.0	43.48482158620554
1717205.0	43.38626388355945
1747598.0	42.31493296296501
1777991.0	43.30093186334139
1808384.0	42.990397284562455
1838777.0	42.5201643846682
1869170.0	32.27316806665301
1899563.0	22.553640623297373
1929956.0	43.34417838472651
1960349.0	42.903000736478965
1990742.0	42.544721064716384
2021135.0	31.754697983546897
2051528.0	43.368032381510275
2081921.0	43.50805997254085
2112314.0	40.25478803171915
2142707.0	43.426845402885036
2173100.0	39.32821577213214
2203493.0	43.412077211114024
2233886.0	23.60110124780169
2264279.0	43.03757273177805
2294672.0	42.853242731118655
2325065.0	43.36199107517618
2355458.0	22.36151591740159
2385851.0	43.17631018004178
2416244.0	43.41209089800038
2446637.0	31.083968533287493
2477030.0	43.4242976722238
2507423.0	39.54914459864739
2537816.0	42.49640996619659
2568209.0	30.06148344310903
2598602.0	40.20771283509558
2628995.0	43.475544848450895
2659388.0	41.81383644376734
2689781.0	43.2963095679226
2720174.0	42.91305623185005
2750567.0	43.304409205817656
2780960.0	43.42905143355531
2811353.0	43.16965287895307
2841746.0	43.45989538573166
2872139.0	36.29825695332554
2889645.5	0.9915128839283827
2904842.0	5.733106392364104
2932925.0	43.169382745855465
2963318.0	43.299244936327625
2993711.0	43.34149984855577
3024104.0	43.174375713371006
3054497.0	43.200443216349406
3084890.0	39.992080480265834
3115283.0	39.93916771233707
3145676.0	42.762467973775266
3176069.0	43.529209135999515
3206462.0	42.60971725100538
3236855.0	43.234978168511596
3267248.0	43.016361744084136
3297641.0	40.813735778195074
3322340.5	36.84748871742612
3337537.0	36.549361524349266
3358427.0	40.9686394025482
3388820.0	38.81771692020879
3410819.5	39.215224797686375
3426016.0	29.982262028016514
3449606.0	39.20898394195556
3479999.0	42.75422141463237
3510392.0	43.09803587796255
3540785.0	42.978011505770404
3571178.0	43.41598738042879
3601571.0	42.809408326740936
3631964.0	43.40397516731385
3662357.0	43.10428738458364
3692750.0	41.32653043036531
3723143.0	42.86846089371991
3753536.0	43.0605628158386
3783929.0	42.272063954502634
3814322.0	43.12010631218581
3844715.0	41.970112912081355
3875108.0	31.491171444289677
3905501.0	33.274249728956654
3935894.0	43.41640110805632
3966287.0	43.31153145549436
3987990.0	22.108686109778382
4003186.5	16.85914985590778
4027073.0	43.193217573709354
4057466.0	43.51570618308208
4087859.0	42.92056556639701
4118252.0	41.40583229878859
4148645.0	37.442721711909805
4179038.0	43.14508763210458
4209431.0	42.560530805448074
4239824.0	43.36330597330925
4259839.0	43.019125661259565
4275035.5	37.132215365876924
4300610.0	43.45981740968335
4331003.0	43.33698820821009
4361396.0	42.82240987830701
4391789.0	43.15518117003614
4422182.0	43.24391266526124
4452575.0	43.51851715978502
4482968.0	43.292388458503694
4513361.0	42.79197699348206
4543754.0	42.97797261729809
4574147.0	43.21587960792194
4604540.0	43.308067516564215
4634933.0	43.09299983040482
4665326.0	39.46262066667361
4695719.0	43.17246755751776
4726112.0	43.328676470588235
4756505.0	43.01947353871671
4786898.0	38.109751066522904
4817291.0	21.22329754059327
4847684.0	33.998844569928245
4878077.0	43.387780246314925
4908470.0	43.189300291118684
4938863.0	43.396048833577815
4969256.0	36.839351881866556
4999649.0	42.415179824958
5030042.0	41.36769453694995
5060435.0	43.351602853713466
5090828.0	25.271407981908524
5121221.0	43.27466782194667
5151614.0	42.491114086928604
5182007.0	42.511353846523726
5212400.0	43.408169305904984
5242793.0	43.49558885357281
5273186.0	42.92442166334061
5303579.0	43.49689942798162
5333972.0	35.1108153403752
