#Coverage	Number of genomic locations
0.0	107918.0
1.0	222307.0
2.0	436669.0
3.0	657618.0
4.0	862185.0
5.0	990463.0
6.0	1083586.0
7.0	1091697.0
8.0	1047785.0
9.0	960307.0
10.0	849185.0
11.0	733531.0
12.0	625635.0
13.0	519711.0
14.0	425615.0
15.0	335261.0
16.0	270746.0
17.0	212512.0
18.0	165397.0
19.0	127019.0
20.0	95785.0
21.0	71284.0
22.0	54981.0
23.0	41597.0
24.0	31171.0
25.0	22357.0
26.0	16956.0
27.0	12567.0
28.0	9140.0
29.0	7182.0
30.0	6157.0
31.0	4586.0
32.0	3128.0
33.0	2547.0
34.0	2143.0
35.0	1743.0
36.0	1512.0
37.0	1296.0
38.0	1198.0
39.0	1030.0
40.0	963.0
41.0	824.0
42.0	805.0
43.0	676.0
44.0	705.0
45.0	734.0
46.0	725.0
47.0	608.0
48.0	687.0
49.0	666.0
50.0	528.0
51.0	521.0
52.0	482.0
53.0	523.0
54.0	510.0
55.0	405.0
56.0	423.0
57.0	392.0
58.0	362.0
59.0	421.0
60.0	396.0
61.0	278.0
62.0	302.0
63.0	329.0
64.0	294.0
65.0	278.0
66.0	242.0
67.0	236.0
68.0	246.0
69.0	255.0
70.0	233.0
71.0	213.0
72.0	205.0
73.0	220.0
74.0	227.0
75.0	209.0
76.0	212.0
77.0	205.0
78.0	170.0
79.0	197.0
80.0	162.0
81.0	197.0
82.0	226.0
83.0	184.0
84.0	199.0
85.0	210.0
86.0	182.0
87.0	146.0
88.0	163.0
89.0	157.0
90.0	223.0
91.0	178.0
92.0	115.0
93.0	123.0
94.0	131.0
95.0	93.0
96.0	124.0
97.0	90.0
98.0	104.0
99.0	144.0
100.0	123.0
101.0	122.0
102.0	122.0
103.0	142.0
104.0	107.0
105.0	122.0
106.0	93.0
107.0	107.0
108.0	104.0
109.0	80.0
110.0	108.0
111.0	105.0
112.0	120.0
113.0	100.0
114.0	93.0
115.0	76.0
116.0	87.0
117.0	72.0
118.0	73.0
119.0	45.0
120.0	61.0
121.0	70.0
122.0	87.0
123.0	58.0
124.0	77.0
125.0	73.0
126.0	83.0
127.0	94.0
128.0	85.0
129.0	85.0
130.0	62.0
131.0	53.0
132.0	66.0
133.0	81.0
134.0	73.0
135.0	72.0
136.0	74.0
137.0	67.0
138.0	66.0
139.0	70.0
140.0	70.0
141.0	63.0
142.0	110.0
143.0	68.0
144.0	70.0
145.0	65.0
146.0	71.0
147.0	47.0
148.0	88.0
149.0	73.0
150.0	47.0
151.0	67.0
152.0	62.0
153.0	51.0
154.0	43.0
155.0	42.0
156.0	61.0
157.0	43.0
158.0	47.0
159.0	69.0
160.0	50.0
161.0	55.0
162.0	90.0
163.0	84.0
164.0	88.0
165.0	64.0
166.0	55.0
167.0	55.0
168.0	62.0
169.0	65.0
170.0	74.0
